Sub  Trial   Group    Task  Block  Errors      Stimuli      ManEst        RT   G12ManEst FGApApproved
 24     47 PGME-LS  ManEst      2       7          D1B       51.97        881.22    270.00       35.76            1
 24     48 PGME-LS  ManEst      2       7          D2B       54.71        857.95    335.00       38.50            1
 24     49 PGME-LS  ManEst      2       7          D1B       48.89        906.28    350.00       32.68            1
 24     50 PGME-LS  ManEst      2       7          D2A       50.53        898.29    345.00       34.33            1
 24     51 PGME-LS  ManEst      2       7          D2A       49.89        934.01    405.00       33.68            1
 24     52 PGME-LS  ManEst      2       8          D2B       52.17        832.39    280.00       35.96            1
 24     53 PGME-LS  ManEst      2       9          D1A       49.36        921.26    250.00       33.15            1
 24     54 PGME-LS  ManEst      2       9          D1B       47.20       1101.13    485.00       30.99            1
 24     55 PGME-LS  ManEst      2       9          D1A       51.76       1144.06    485.00       35.55            1
 24     56 PGME-LS  ManEst      2       9          D1B       55.45        979.28    375.00       39.25            1
 24     57 PGME-LS  ManEst      2       9          D2A       52.63       1003.23    495.00       36.43            1
 24     58 PGME-LS  ManEst      2       9          D1B       49.32       1010.13    500.00       33.12            1
 24     59 PGME-LS  ManEst      2       9          D2A       47.82       1053.02    500.00       31.62            1
 24     60 PGME-LS  ManEst      2       9          D2B       49.09        858.25    250.00       32.89            1
 24     61 PGME-LS  ManEst      2       9          D1A       49.78        869.27    290.00       33.57            1
 24     62 PGME-LS  ManEst      2      10          D2B       53.18        943.74    320.00       36.97            1
 24     63 PGME-LS  ManEst      2      10          D2B       51.27       1085.07    470.00       35.06            1
 24     64 PGME-LS  ManEst      2      10          D2B       61.96        903.60    330.00       45.75            1
 24     65 PGME-LS  ManEst      3      10          D2A       49.92       1180.64    450.00       35.27            0
 24     66 PGME-LS  ManEst      3      10          D1B       53.52       1024.10    390.00       38.87            1
 24     67 PGME-LS  ManEst      3      10          D1B       49.96       1043.07    370.00       35.31            1
 24     68 PGME-LS  ManEst      3      10          D1B       52.19        942.03    290.00       37.54            1
 24     69 PGME-LS  ManEst      3      10          D2B       54.52        979.15    330.00       39.87            1
 24     70 PGME-LS  ManEst      3      10          D2B       56.69       1088.04    390.00       42.04            1
 24     71 PGME-LS  ManEst      3      10          D1A       52.80        943.20    365.00       38.14            1
 24     72 PGME-LS  ManEst      3      10          D2B       51.20       1002.19    385.00       36.54            1
 24     73 PGME-LS  ManEst      3      10          D1B       48.89       1109.93    450.00       34.23            1
 24     74 PGME-LS  ManEst      3      10          D1B       53.04        909.24    365.00       38.39            1
 24     75 PGME-LS  ManEst      3      10          D2A       49.37        908.23    290.00       34.71            1
 24     76 PGME-LS  ManEst      3      10          D1A       46.50       1042.49    360.00       31.84            1
 24     77 PGME-LS  ManEst      3      10          D1B       46.26       1053.42    405.00       31.61            1
 24     78 PGME-LS  ManEst      3      10          D2B       50.17        985.08    425.00       35.51            1
 24     79 PGME-LS  ManEst      3      10          D2A       48.56        954.20    345.00       33.90            1
 24     80 PGME-LS  ManEst      3      10          D2A       45.74        954.20    370.00       31.09            1
 24     81 PGME-LS  ManEst      3      10          D2B       45.39        967.95    335.00       30.74            1
 24     82 PGME-LS  ManEst      3      10          D2A       47.41        970.80    335.00       32.76            1
 24     83 PGME-LS  ManEst      3      10          D1A       56.07        977.19    340.00       41.42            1
 24     84 PGME-LS  ManEst      3      10          D2B       51.39        972.01    290.00       36.74            1
 24     85 PGME-LS  ManEst      3      10          D2B       53.40        938.17    300.00       38.74            1
 24     86 PGME-LS  ManEst      3      10          D1A       50.16       1025.11    435.00       35.51            1
 24     87 PGME-LS  ManEst      3      10          D1A       48.03       1142.96    515.00       33.38            1
 24     88 PGME-LS  ManEst      3      10          D2A       50.48        975.17    320.00       35.83            1
 24     89 PGME-LS  ManEst      3      10          D1A       52.03       1104.17    535.00       37.38            1
 24     90 PGME-LS  ManEst      3      10          D1A       53.41        893.25    280.00       38.76            1
 24     91 PGME-LS  ManEst      3      10          D1B       53.64        903.68    255.00       38.99            1
 24     92 PGME-LS  ManEst      3      10          D2A       53.59        914.26    355.00       38.94            1
 24     93 PGME-LS  ManEst      3      10          D2B       53.99        964.32    380.00       39.33            1
 24     94 PGME-LS  ManEst      3      10          D2A       51.65        946.30    350.00       37.00            1
 24     95 PGME-LS  ManEst      3      10          D1A       48.74       1031.13    405.00       34.09            1
 24     96 PGME-LS  ManEst      3      10          D1B       51.69       1009.28    365.00       37.04            1
 24     97 PGME-LS  ManEst      4      10          D1B       52.06        980.88    390.00       36.16            1
 24     98 PGME-LS  ManEst      4      10          D1A       49.34        999.16    390.00       33.43            1
 24     99 PGME-LS  ManEst      4      10          D1B       52.45        975.25    370.00       36.54            1
 24    100 PGME-LS  ManEst      4      10          D2B       53.21        863.33    265.00       37.30            1
 24    101 PGME-LS  ManEst      4      10          D2A       54.48        870.30    305.00       38.57            1
 24    102 PGME-LS  ManEst      4      10          D1A       48.34       1017.07    415.00       32.43            1
 24    103 PGME-LS  ManEst      4      10          D2A       53.71       1111.04    450.00       37.80            1
 24    104 PGME-LS  ManEst      4      10          D1A       48.57       1146.04    545.00       32.66            1
 24    105 PGME-LS  ManEst      4      10          D2A       51.20        984.26    430.00       35.29            0
 24    106 PGME-LS  ManEst      4      10          D2B       46.68        959.90    385.00       30.77            1
 24    107 PGME-LS  ManEst      4      10          D2B       54.81       1057.02    440.00       38.90            1
 24    108 PGME-LS  ManEst      4      10          D2A       47.79        998.06    300.00       31.88            1
 24    109 PGME-LS  ManEst      4      10          D1A       53.27       1004.19    435.00       37.36            1
 24    110 PGME-LS  ManEst      4      10          D1B       47.97        961.99    275.00       32.07            1
 24    111 PGME-LS  ManEst      4      10          D2A       49.68       1172.92    590.00       33.77            1
 24    112 PGME-LS  ManEst      4      10          D1B       53.73        897.54    275.00       37.82            1
 24    113 PGME-LS  ManEst      4      10          D1B       54.94       1102.10    535.00       39.03            1
 24    114 PGME-LS  ManEst      4      10          D1A       54.80       1066.16    340.00       38.89            1
 24    115 PGME-LS  ManEst      4      10          D2B       50.21        934.00    295.00       34.31            1
 24    116 PGME-LS  ManEst      4      10          D2A       51.50       1089.06    420.00       35.59            1
 24    117 PGME-LS  ManEst      4      10          D2B       47.84       1209.97    540.00       31.94            1
 24    118 PGME-LS  ManEst      4      10          D2A       49.30       1175.37    545.00       33.39            1
 24    119 PGME-LS  ManEst      4      10          D1B       48.84       1133.25    495.00       32.93            1
 24    120 PGME-LS  ManEst      4      10          D1A       49.61       1102.99    515.00       33.70            1
 24    121 PGME-LS  ManEst      4      10          D1A       46.89       1166.07    575.00       30.98            1
 24    122 PGME-LS  ManEst      4      10          D2B       53.57       1063.95    470.00       37.66            1
 24    123 PGME-LS  ManEst      4      10          D1A       52.10       1286.86    665.00       36.19            1
 24    124 PGME-LS  ManEst      4      10          D2B       51.06       1070.07    465.00       35.15            1
 24    125 PGME-LS  ManEst      4      10          D1B       51.60       1182.99    520.00       35.69            1
 24    126 PGME-LS  ManEst      4      10          D2B       51.81       1008.20    310.00       35.90            1
 24    127 PGME-LS  ManEst      4      10          D2A       49.41       1203.79    485.00       33.50            1
 24    128 PGME-LS  ManEst      4      10          D1B       55.75       1179.71    530.00       39.84            1
 25      1 MPGE-SL  ManEst      1       0          D1B       63.68       1205.92    255.00       49.89            1
 25      2 MPGE-SL  ManEst      1       0          D2B       55.23        839.31    260.00       41.44            1
 25      3 MPGE-SL  ManEst      1       0          D1B       49.83        810.44    225.00       36.04            1
 25      4 MPGE-SL  ManEst      1       0          D2A       57.23        788.40    260.00       43.44            1
 25      5 MPGE-SL  ManEst      1       0          D2A       58.04        820.36    235.00       44.25            1
 25      6 MPGE-SL  ManEst      1       0          D2B       60.03        742.47    220.00       46.24            1
 25      7 MPGE-SL  ManEst      1       0          D1B       55.89        880.84    280.00       42.10            1
 25      8 MPGE-SL  ManEst      1       0          D1A       58.26        874.32    230.00       44.47            1
 25      9 MPGE-SL  ManEst      1       0          D2A       52.29        752.50    190.00       38.50            1
 25     10 MPGE-SL  ManEst      1       0          D1A       60.71        823.21    195.00       46.92            0
 25     11 MPGE-SL  ManEst      1       0          D2B       56.77        840.19    255.00       42.98            1
 25     12 MPGE-SL  ManEst      1       0          D1B       54.57        851.15    245.00       40.78            1
 25     13 MPGE-SL  ManEst      1       0          D2A       58.22        788.42    245.00       44.43            0
 25     14 MPGE-SL  ManEst      1       0          D1B       61.41        806.34    230.00       47.62            1
 25     15 MPGE-SL  ManEst      1       0          D1B       63.35        781.39    200.00       49.56            1
 25     16 MPGE-SL  ManEst      1       0          D2A       57.76        829.34    270.00       43.97            1
 25     17 MPGE-SL  ManEst      1       0          D2B       53.25        734.42    205.00       39.46            1
 25     18 MPGE-SL  ManEst      1       0          D2B       55.65        853.36    320.00       41.86            0
 25     19 MPGE-SL  ManEst      1       0          D1A       57.56        848.34    200.00       43.77            0
 25     20 MPGE-SL  ManEst      1       0          D1B       55.26        837.32    195.00       41.47            0
 25     21 MPGE-SL  ManEst      1       0          D2B       56.38        892.21    230.00       42.60            1
 25     22 MPGE-SL  ManEst      1       0          D1A       54.68        934.14    265.00       40.89            1
 25     23 MPGE-SL  ManEst      1       0          D1A       55.19        851.35    260.00       41.40            1
 25     24 MPGE-SL  ManEst      1       0          D1A       52.95        814.38    195.00       39.16            1
 25     25 MPGE-SL  ManEst      1       0          D2A       52.97        926.27    220.00       39.18            1
 25     26 MPGE-SL  ManEst      1       0          D1A       50.31        843.31    210.00       36.52            1
 25     27 MPGE-SL  ManEst      1       0          D2A       55.53        859.31    225.00       41.74            1
 25     28 MPGE-SL  ManEst      1       0          D2B       49.29        831.38    185.00       35.50            1
 25     29 MPGE-SL  ManEst      1       0          D2A       51.61        835.27    200.00       37.82            1
 25     30 MPGE-SL  ManEst      1       0          D1B       50.00       1018.14    325.00       36.21            1
 25     31 MPGE-SL  ManEst      1       1          D2B       59.16        800.39    225.00       45.37            1
 25     32 MPGE-SL  ManEst      1       1          D1A       52.11        768.43    225.00       38.32            1
 25     33 MPGE-SL  ManEst      2       3          D1A       57.53        718.89    200.00       41.76            1
 25     34 MPGE-SL  ManEst      2       3          D2A       57.14        705.89    230.00       41.36            0
 25     35 MPGE-SL  ManEst      2       3          D1B       60.54        880.36    245.00       44.77            1
 25     36 MPGE-SL  ManEst      2       3          D1B       53.11        733.41    210.00       37.34            1
 25     37 MPGE-SL  ManEst      2       3          D2B       55.50        699.61    210.00       39.72            1
 25     38 MPGE-SL  ManEst      2       3          D2A       51.70        839.25    255.00       35.92            1
 25     39 MPGE-SL  ManEst      2       3          D1B       56.07        749.41    185.00       40.30            1
 25     40 MPGE-SL  ManEst      2       3          D1A       59.22        808.43    215.00       43.44            1
 25     41 MPGE-SL  ManEst      2       3          D1B       54.65        767.36    200.00       38.88            1
 25     42 MPGE-SL  ManEst      2       3          D2B       55.87        835.30    235.00       40.09            1
 25     43 MPGE-SL  ManEst      2       3          D2A       58.52        847.33    200.00       42.75            1
 25     44 MPGE-SL  ManEst      2       3          D2A       58.99        899.24    250.00       43.21            1
 25     45 MPGE-SL  ManEst      2       3          D1A       52.12        781.38    175.00       36.35            1
 25     46 MPGE-SL  ManEst      2       3          D1A       58.36        773.28    210.00       42.59            1
 25     47 MPGE-SL  ManEst      2       3          D2A       58.32        734.42    175.00       42.55            1
 25     48 MPGE-SL  ManEst      2       3          D1B       53.50        834.33    165.00       37.73            1
 25     49 MPGE-SL  ManEst      2       3          D2B       53.98        711.46    195.00       38.21            1
 25     50 MPGE-SL  ManEst      2       3          D1B       48.38        729.48    190.00       32.61            1
 25     51 MPGE-SL  ManEst      2       3          D1A       52.72        938.52    275.00       36.95            0
 25     52 MPGE-SL  ManEst      2       3          D2B       55.93       1134.08    280.00       40.16            1
 25     53 MPGE-SL  ManEst      2       3          D1A       54.77        794.29    205.00       39.00            1
 25     54 MPGE-SL  ManEst      2       3          D2B       46.88        927.16    180.00       31.10            1
 25     55 MPGE-SL  ManEst      2       3          D2B       56.34       1083.99    485.00       40.57            1
 25     56 MPGE-SL  ManEst      2       3          D1B       53.86        813.33    275.00       38.08            1
 25     57 MPGE-SL  ManEst      2       3          D1A       56.47        882.29    255.00       40.69            1
 25     58 MPGE-SL  ManEst      2       3          D1B       55.32        820.31    185.00       39.55            1
 25     59 MPGE-SL  ManEst      2       3          D2A       56.04        886.38    160.00       40.27            1
 25     60 MPGE-SL  ManEst      2       3          D2B       53.31        886.24    220.00       37.54            1
 25     61 MPGE-SL  ManEst      2       3          D1A       58.89        774.50    170.00       43.12            1
 25     62 MPGE-SL  ManEst      2       3          D2B       56.36        772.42    190.00       40.58            1
 25     63 MPGE-SL  ManEst      2       3          D2A       56.62        748.42    175.00       40.84            1
 25     64 MPGE-SL  ManEst      2       3          D2A       55.98        783.35    210.00       40.20            1
 25     65 MPGE-SL  ManEst      3       3          D1B       50.78        938.22    240.00       36.13            1
 25     66 MPGE-SL  ManEst      3       3          D1A       52.81        747.43    200.00       38.16            1
 25     67 MPGE-SL  ManEst      3       3          D1A       62.05        799.45    265.00       47.39            1
 25     68 MPGE-SL  ManEst      3       3          D1B       57.81        761.38    210.00       43.16            1
 25     69 MPGE-SL  ManEst      3       3          D2B       66.22        880.34    200.00       51.57            1
 25     70 MPGE-SL  ManEst      3       3          D1A       65.00        772.41    190.00       50.35            1
 25     71 MPGE-SL  ManEst      3       3          D1B       59.78        824.28    200.00       45.12            1
 25     72 MPGE-SL  ManEst      3       3          D1B       58.34        724.37    210.00       43.69            1
 25     73 MPGE-SL  ManEst      3       3          D1A       65.85        804.36    185.00       51.20            1
 25     74 MPGE-SL  ManEst      3       3          D2A       56.09        856.34    250.00       41.44            1
 25     75 MPGE-SL  ManEst      3       3          D2B       60.64        913.30    200.00       45.98            1
 25     76 MPGE-SL  ManEst      3       3          D1B       57.04        894.26    215.00       42.39            1
 25     77 MPGE-SL  ManEst      3       3          D1B       59.07        733.39    200.00       44.41            1
 25     78 MPGE-SL  ManEst      3       3          D2A       61.61        767.47    225.00       46.96            1
 25     79 MPGE-SL  ManEst      3       3          D2B       61.83        777.37    220.00       47.17            0
 25     80 MPGE-SL  ManEst      3       3          D1B       68.55        876.37    265.00       53.89            1
 25     81 MPGE-SL  ManEst      3       3          D1A       58.68        866.37    250.00       44.03            1
 25     82 MPGE-SL  ManEst      3       3          D2B       52.40        890.30    220.00       37.74            1
 25     83 MPGE-SL  ManEst      3       3          D2A       60.50        919.21    250.00       45.85            1
 25     84 MPGE-SL  ManEst      3       3          D2A       61.07        742.45    190.00       46.42            1
 25     85 MPGE-SL  ManEst      3       3          D1B       56.78        961.25    200.00       42.12            1
 25     86 MPGE-SL  ManEst      3       3          D2B       60.72        838.38    200.00       46.06            1
 25     87 MPGE-SL  ManEst      3       3          D2B       64.44        907.32    240.00       49.79            1
 25     88 MPGE-SL  ManEst      3       3          D1A       60.51        987.17    310.00       45.85            1
 25     89 MPGE-SL  ManEst      3       3          D2B       61.45        974.19    215.00       46.80            1
 25     90 MPGE-SL  ManEst      3       3          D2A       60.27        854.32    215.00       45.62            1
 25     91 MPGE-SL  ManEst      3       3          D2B       53.57        812.33    195.00       38.91            0
 25     92 MPGE-SL  ManEst      3       3          D1A       64.50        770.44    200.00       49.84            1
 25     93 MPGE-SL  ManEst      3       3          D2A       62.71        824.22    200.00       48.05            1
 25     94 MPGE-SL  ManEst      3       3          D1A       67.78        853.30    185.00       53.13            1
 25     95 MPGE-SL  ManEst      3       3          D2A       59.69        852.25    195.00       45.04            1
 25     96 MPGE-SL  ManEst      3       3          D2A       61.86        817.39    205.00       47.21            1
 25     97 MPGE-SL  ManEst      4       3          D1A       57.68       1140.08    270.00       42.78            1
 25     98 MPGE-SL  ManEst      4       3          D2B       62.92        851.36    175.00       48.03            1
 25     99 MPGE-SL  ManEst      4       3          D1A       54.71        855.33    215.00       39.82            1
 25    100 MPGE-SL  ManEst      4       3          D2B       60.64        741.98    190.00       45.75            1
 25    101 MPGE-SL  ManEst      4       3          D2A       57.96        675.46    165.00       43.07            1
 25    102 MPGE-SL  ManEst      4       3          D1B       56.47        890.29    195.00       41.57            1
 25    103 MPGE-SL  ManEst      4       3          D2B       58.16        850.33    190.00       43.26            1
 25    104 MPGE-SL  ManEst      4       3          D2B       60.93        877.31    215.00       46.03            1
 25    105 MPGE-SL  ManEst      4       3          D2B       56.62        892.20    195.00       41.72            1
 25    106 MPGE-SL  ManEst      4       4          D1A       61.94        753.29    190.00       47.04            1
 25    107 MPGE-SL  ManEst      4       4          D1A       59.48        835.23    240.00       44.58            1
 25    108 MPGE-SL  ManEst      4       4          D2A       63.17        894.24    190.00       48.27            1
 25    109 MPGE-SL  ManEst      4       4          D1A       64.50        971.14    205.00       49.61            1
 25    110 MPGE-SL  ManEst      4       4          D1B       65.19        970.25    185.00       50.29            1
 25    111 MPGE-SL  ManEst      4       4          D1B       62.30        892.31    195.00       47.40            1
 25    112 MPGE-SL  ManEst      4       4          D1A       61.08        869.26    190.00       46.18            1
 25    113 MPGE-SL  ManEst      4       4          D2A       62.93        843.32    220.00       48.03            1
 25    114 MPGE-SL  ManEst      4       4          D1B       60.77        943.29    225.00       45.87            1
 25    115 MPGE-SL  ManEst      4       4          D2A       65.95        940.17    225.00       51.05            0
 25    116 MPGE-SL  ManEst      4       4          D1A       55.93        995.17    190.00       41.03            1
 25    117 MPGE-SL  ManEst      4       4          D2A       52.70        828.36    160.00       37.81            1
 25    118 MPGE-SL  ManEst      4       4          D2A       56.70        904.13    215.00       41.80            0
 25    119 MPGE-SL  ManEst      4       4          D2A       49.35       1104.17    250.00       34.45            1
 25    120 MPGE-SL  ManEst      4       4          D1B       69.32        889.36    200.00       54.42            1
 25    121 MPGE-SL  ManEst      4       4          D2B       63.40        949.27    195.00       48.50            1
 25    122 MPGE-SL  ManEst      4       4          D2A       64.15        975.13    200.00       49.25            1
 25    123 MPGE-SL  ManEst      4       4          D2B       59.47        960.14    220.00       44.57            1
 25    124 MPGE-SL  ManEst      4       4          D1B       65.79        897.26    235.00       50.89            1
 25    125 MPGE-SL  ManEst      4       4          D1B       63.22        939.22    265.00       48.32            1
 25    126 MPGE-SL  ManEst      4       4          D1B       60.86        957.22    205.00       45.96            1
 25    127 MPGE-SL  ManEst      4       4          D1A       69.56        833.32    200.00       54.66            1
 25    128 MPGE-SL  ManEst      4       4          D2B       68.97       1080.15    345.00       54.07            1
 26      1 MGPE-SL  ManEst      1       0          D2A       64.33       1073.43    305.00       40.64            1
 26      2 MGPE-SL  ManEst      1       0          D1B       66.68       1030.45    430.00       42.99            1
 26      3 MGPE-SL  ManEst      1       0          D1A       58.89       1312.49    330.00       35.20            1
 26      4 MGPE-SL  ManEst      1       0          D1A       65.24       1173.44    345.00       41.55            1
 26      5 MGPE-SL  ManEst      1       0          D2B       60.02       1208.34    350.00       36.33            1
 26      6 MGPE-SL  ManEst      1       0          D1A       60.54       1261.35    320.00       36.85            1
 26      7 MGPE-SL  ManEst      1       0          D2B       63.02       1062.55    365.00       39.33            0
 26      8 MGPE-SL  ManEst      1       0          D2A       63.91       1163.34    295.00       40.22            1
 26      9 MGPE-SL  ManEst      1       0          D2A       63.96       1291.39    245.00       40.27            1
 26     10 MGPE-SL  ManEst      1       0          D1B       64.11       1382.23    420.00       40.42            1
 26     11 MGPE-SL  ManEst      1       2          D1B       60.57       1149.45    270.00       36.88            1
 26     12 MGPE-SL  ManEst      1       2          D2B       61.86       1124.13    315.00       38.17            1
 26     13 MGPE-SL  ManEst      1       2          D2B       58.02       1389.34    380.00       34.33            1
 26     14 MGPE-SL  ManEst      1       4          D2A       60.47       1367.15    280.00       36.78            1
 26     15 MGPE-SL  ManEst      1       4          D2A       63.30       1268.96    365.00       39.61            1
 26     16 MGPE-SL  ManEst      1       5          D2B       62.41       1434.16    405.00       38.72            1
 26     17 MGPE-SL  ManEst      1       5          D1B       60.63       1272.35    315.00       36.94            1
 26     18 MGPE-SL  ManEst      1       5          D2A       64.97       1314.06    340.00       41.28            1
 26     19 MGPE-SL  ManEst      1       5          D1B       63.95       1466.06    450.00       40.26            1
 26     20 MGPE-SL  ManEst      1       5          D1B       61.44       1402.27    300.00       37.75            1
 26     21 MGPE-SL  ManEst      1       6          D1A       61.02       1382.18    300.00       37.33            1
 26     22 MGPE-SL  ManEst      1       6          D2A       57.74       1396.20    325.00       34.05            1
 26     23 MGPE-SL  ManEst      1       6          D2B       62.31       1203.33    290.00       38.62            1
 26     24 MGPE-SL  ManEst      1       6          D1A       65.37       1171.40    300.00       41.68            1
 26     25 MGPE-SL  ManEst      1       6          D1B       60.16       1480.67    265.00       36.47            1
 26     26 MGPE-SL  ManEst      1       6          D1A       61.31       1339.07    285.00       37.62            1
 26     27 MGPE-SL  ManEst      1       6          D2B       60.43       1284.33    250.00       36.74            1
 26     28 MGPE-SL  ManEst      1       6          D2A       61.86       1405.25    285.00       38.17            1
 26     29 MGPE-SL  ManEst      1       6          D1A       62.31       1422.16    275.00       38.62            1
 26     30 MGPE-SL  ManEst      1       6          D1A       68.07       1596.01    270.00       44.38            1
 26     31 MGPE-SL  ManEst      1       6          D2B       66.36       1238.34    320.00       42.67            1
 26     32 MGPE-SL  ManEst      1       6          D1B       58.28       1311.32    395.00       34.59            1
 26     33 MGPE-SL  ManEst      2       7          D2A       58.74       1270.88    385.00       35.25            1
 26     34 MGPE-SL  ManEst      2       7          D1A       69.23       1374.27    265.00       45.73            1
 26     35 MGPE-SL  ManEst      2       7          D1B       62.98       1277.30    265.00       39.48            1
 26     36 MGPE-SL  ManEst      2       7          D2A       65.45       1209.26    475.00       41.96            1
 26     37 MGPE-SL  ManEst      2       7          D2B       62.46       1367.31    305.00       38.96            1
 26     38 MGPE-SL  ManEst      2       7          D1B       60.09       1191.42    265.00       36.59            1
 26     39 MGPE-SL  ManEst      2       7          D1B       60.92       1312.26    210.00       37.43            1
 26     40 MGPE-SL  ManEst      2       7          D2B       61.17       1455.21    290.00       37.68            1
 26     41 MGPE-SL  ManEst      2       7          D2B       62.58       1417.26    320.00       39.09            1
 26     42 MGPE-SL  ManEst      2       7          D2B       63.11       1294.28    225.00       39.62            0
 26     43 MGPE-SL  ManEst      2       7          D2B       63.37       1197.33    225.00       39.88            1
 26     44 MGPE-SL  ManEst      2       7          D2B       65.75       1095.49    270.00       42.26            1
 26     45 MGPE-SL  ManEst      2       7          D1B       57.27       1078.35    295.00       33.78            1
 26     46 MGPE-SL  ManEst      2       7          D1B       60.22       1230.35    230.00       36.73            1
 26     47 MGPE-SL  ManEst      2       7          D1B       61.40       1141.47    340.00       37.91            1
 26     48 MGPE-SL  ManEst      2       7          D1A       55.37       1152.41    250.00       31.88            1
 26     49 MGPE-SL  ManEst      2       7          D1B       59.06       1334.29    270.00       35.57            1
 26     50 MGPE-SL  ManEst      2       7          D1A       59.30       1314.90    250.00       35.81            1
 26     51 MGPE-SL  ManEst      2       8          D2A       61.71       1242.29    260.00       38.22            1
 26     52 MGPE-SL  ManEst      2       8          D2B       58.44       1177.27    305.00       34.95            1
 26     53 MGPE-SL  ManEst      2       8          D1A       56.78       1173.41    270.00       33.29            1
 26     54 MGPE-SL  ManEst      2       8          D1A       63.30       1184.24    325.00       39.81            1
 26     55 MGPE-SL  ManEst      2       8          D2A       62.54       1346.25    265.00       39.05            1
 26     56 MGPE-SL  ManEst      2       8          D2A       65.04       1179.31    255.00       41.55            1
 26     57 MGPE-SL  ManEst      2       8          D1B       59.47       1235.31    275.00       35.98            1
 26     58 MGPE-SL  ManEst      2       8          D1A       59.22       1210.40    305.00       35.73            1
 26     59 MGPE-SL  ManEst      2       8          D1A       58.99       1166.25    340.00       35.50            1
 26     60 MGPE-SL  ManEst      2       8          D2A       55.90       1388.36    250.00       32.41            1
 26     61 MGPE-SL  ManEst      2       9          D2A       59.27       1037.46    265.00       35.77            1
 26     62 MGPE-SL  ManEst      2      10          D2B       57.91       1153.39    235.00       34.42            1
 26     63 MGPE-SL  ManEst      2      10          D1A       60.96       1238.41    300.00       37.47            1
 26     64 MGPE-SL  ManEst      2      10          D2A       56.52       1283.31    295.00       33.02            1
 26     65 MGPE-SL  ManEst      3      10          D2A       65.19       1384.23    350.00       41.90            1
 26     66 MGPE-SL  ManEst      3      10          D2A       67.21       1438.23    240.00       43.92            1
 26     67 MGPE-SL  ManEst      3      10          D1A       61.23       1395.27    320.00       37.94            1
 26     68 MGPE-SL  ManEst      3      10          D2A       65.29       1283.55    270.00       41.99            1
 26     69 MGPE-SL  ManEst      3      10          D2A       63.77       1344.25    275.00       40.48            1
 26     70 MGPE-SL  ManEst      3      10          D1A       66.02       1278.00    270.00       42.73            1
 26     71 MGPE-SL  ManEst      3      10          D2B       59.25       1173.37    310.00       35.96            1
 26     72 MGPE-SL  ManEst      3      11          D2B       57.94       1400.21    220.00       34.64            1
 26     73 MGPE-SL  ManEst      3      11          D2A       62.12       1288.37    310.00       38.83            1
 26     74 MGPE-SL  ManEst      3      11          D2B       62.33       1058.45    240.00       39.04            1
 26     75 MGPE-SL  ManEst      3      11          D2A       57.69       1177.16    325.00       34.40            1
 26     76 MGPE-SL  ManEst      3      11          D1A       60.46       1300.31    325.00       37.17            1
 26     77 MGPE-SL  ManEst      3      11          D2B       61.85       1234.17    255.00       38.56            1
 26     78 MGPE-SL  ManEst      3      11          D1B       60.13       1235.34    250.00       36.83            1
 26     79 MGPE-SL  ManEst      3      11          D1B       60.09       1232.38    275.00       36.80            0
 26     80 MGPE-SL  ManEst      3      11          D2A       59.19       1427.05    225.00       35.89            1
 26     81 MGPE-SL  ManEst      3      11          D2B       59.40       1238.01    255.00       36.11            1
 26     82 MGPE-SL  ManEst      3      11          D1B       60.07       1186.45    255.00       36.78            1
 26     83 MGPE-SL  ManEst      3      11          D2B       57.60       1084.43    235.00       34.31            1
 26     84 MGPE-SL  ManEst      3      11          D1B       59.85       1463.18    220.00       36.55            1
 26     85 MGPE-SL  ManEst      3      11          D2A       61.62       1460.15    260.00       38.33            1
 26     86 MGPE-SL  ManEst      3      11          D1A       58.46       1284.50    385.00       35.17            1
 26     87 MGPE-SL  ManEst      3      11          D1B       59.21       1499.17    315.00       35.91            1
 26     88 MGPE-SL  ManEst      3      11          D1A       57.01       1306.70    260.00       33.71            1
 26     89 MGPE-SL  ManEst      3      12          D1B       56.38       1469.10    345.00       33.09            1
 26     90 MGPE-SL  ManEst      3      13          D1A       59.02       1461.26    345.00       35.73            1
 26     91 MGPE-SL  ManEst      3      13          D1B       61.33       1420.20    345.00       38.04            1
 26     92 MGPE-SL  ManEst      3      13          D1A       59.12       1491.21    305.00       35.83            1
 26     93 MGPE-SL  ManEst      3      13          D1A       58.99       1357.91    300.00       35.70            1
 26     94 MGPE-SL  ManEst      3      13          D2B       61.92       1679.94    345.00       38.63            1
 26     95 MGPE-SL  ManEst      3      13          D2B       61.05       1356.22    275.00       37.75            1
 26     96 MGPE-SL  ManEst      3      13          D1B       56.71       1484.26    280.00       33.42            1
 26     97 MGPE-SL  ManEst      4      13          D2A       62.21       1381.03    315.00       39.28            1
 26     98 MGPE-SL  ManEst      4      13          D2A       68.64       1201.37    340.00       45.71            1
 26     99 MGPE-SL  ManEst      4      13          D1A       63.91       1118.40    245.00       40.98            1
 26    100 MGPE-SL  ManEst      4      13          D2A       62.92       1318.30    285.00       39.99            1
 26    101 MGPE-SL  ManEst      4      13          D1B       58.24       1308.26    295.00       35.32            1
 26    102 MGPE-SL  ManEst      4      13          D2B       64.52       1290.19    305.00       41.59            1
 26    103 MGPE-SL  ManEst      4      13          D1B       59.00       1410.29    295.00       36.07            1
 26    104 MGPE-SL  ManEst      4      13          D2A       59.72       1375.22    285.00       36.79            1
 26    105 MGPE-SL  ManEst      4      13          D2B       62.25       1393.15    345.00       39.32            1
