Sub  Trial   Group    Task  Block  Errors      Stimuli      ManEst    ManEstTime    G12FGAp        RT       MT    GGManEst    GGManEstTime      GGRT
 11     52  GPM-LS  ManEst      2       7          D1B       48.53       1533.54      55.98    315.00  1218.54       45.27         1080.00    315.00
 11     53  GPM-LS  ManEst      2       7          D2A       56.57       1541.02      56.97    260.00  1281.02       55.15         1065.00    260.00
 11     54  GPM-LS  ManEst      2       7          D2A       54.54       1549.12      56.38    175.00  1374.12       53.47         1230.00    180.00
 11     55  GPM-LS  ManEst      2       7          D1A       51.98       1546.12      55.63    245.00  1301.12       46.64          815.00    635.00
 11     56  GPM-LS  ManEst      2       8          D2A       56.59       1510.11      57.54    470.00  1040.11       56.62         1105.00    485.00
 11     57  GPM-LS  ManEst      2       8          D2A       55.82       1459.16      55.97    235.00  1224.16       57.05          950.00    245.00
 11     58  GPM-LS  ManEst      2       8          D1A       54.99       1366.23      56.50    290.00  1076.23       55.39          835.00    295.00
 11     59  GPM-LS  ManEst      2       8          D1B       56.17       1412.27      56.73    275.00  1137.27       56.00          955.00    290.00
 11     60  GPM-LS  ManEst      2       8          D1B       55.87       1558.12      56.89    295.00  1263.12       56.50         1145.00    300.00
 11     61  GPM-LS  ManEst      2       8          D2A       54.66       1443.18      56.95    280.00  1163.18       54.10          930.00    280.00
 11     62  GPM-LS  ManEst      2       8          D2A       52.53       1517.82      56.23    230.00  1287.82       53.25          980.00    270.00
 11     63  GPM-LS  ManEst      2       8          D1A       52.65       1666.98      54.81    265.00  1401.98       52.40          905.00    660.00
 11     64  GPM-LS  ManEst      2       8          D2B       54.76       1315.61      56.76    195.00  1120.61       53.70          770.00    225.00
 11     65  GPM-LS  ManEst      3       8          D1B       57.72       1693.96      56.15    380.00  1313.96       58.33         1135.00    765.00
 11     66  GPM-LS  ManEst      3       8          D1B       51.99       1283.28      55.82    270.00  1013.28       50.61          810.00    265.00
 11     67  GPM-LS  ManEst      3       8          D2A       55.46       1418.17      56.62    260.00  1158.17       50.97          935.00    280.00
 11     68  GPM-LS  ManEst      3       8          D1A       53.64       1327.51      55.81    250.00  1077.51       50.94          865.00    475.00
 11     69  GPM-LS  ManEst      3       8          D2A       48.98       1359.27      57.12    235.00  1124.27       50.87          905.00    700.00
 11     70  GPM-LS  ManEst      3       8          D2A       48.64       1491.13      56.92    235.00  1256.13       46.70          860.00    365.00
 11     71  GPM-LS  ManEst      3       8          D2A       52.79       1388.05      57.26    230.00  1158.05       53.48          780.00    230.00
 11     72  GPM-LS  ManEst      3       8          D1A       53.85       1520.06      54.90    265.00  1255.06       53.18          895.00    270.00
 11     73  GPM-LS  ManEst      3       8          D1B       51.71       1365.80      56.11    240.00  1125.80       51.06          800.00    245.00
 11     74  GPM-LS  ManEst      3       8          D1B       51.13       1489.28      55.15    290.00  1199.28       48.94          855.00    305.00
 11     75  GPM-LS  ManEst      3       8          D1B       49.22       1460.18      56.84    245.00  1215.18       45.46          850.00    370.00
 11     76  GPM-LS  ManEst      3       8          D1B       51.12       1579.07      57.63    320.00  1259.07       48.96         1045.00    315.00
 11     77  GPM-LS  ManEst      3       8          D1A       51.44       1527.86      56.24    205.00  1322.86       51.82         1335.00    625.00
 11     78  GPM-LS  ManEst      3       8          D2B       48.74       1338.23      54.29    265.00  1073.23       45.54          905.00    265.00
 11     79  GPM-LS  ManEst      3       8          D2B       47.56       1240.28      57.49    185.00  1055.28       46.68          855.00    195.00
 11     80  GPM-LS  ManEst      3       8          D1A       46.88       1383.22      56.66    185.00  1198.22       45.76          785.00    185.00
 11     81  GPM-LS  ManEst      3       8          D2A       45.96       1213.37      57.27    250.00   963.37       46.20          805.00    255.00
 11     82  GPM-LS  ManEst      3       8          D2A       51.65       1360.24      58.20    210.00  1150.24       49.01          745.00    215.00
 11     83  GPM-LS  ManEst      3       8          D1B       52.14       1348.24      58.24    285.00  1063.24       51.78          880.00    300.00
 11     84  GPM-LS  ManEst      3       8          D2A       53.38       1506.98      57.51    290.00  1216.98       52.92          925.00    325.00
 11     85  GPM-LS  ManEst      3       8          D1A       54.38       1378.96      55.83    240.00  1138.96       53.95         1015.00    260.00
 11     86  GPM-LS  ManEst      3       8          D2B       49.49       1462.18      57.38    310.00  1152.18       46.71          925.00    310.00
 11     87  GPM-LS  ManEst      3       8          D1B       54.34       1584.02      56.62    250.00  1334.02       53.90         1250.00    645.00
 11     88  GPM-LS  ManEst      3       8          D2B       48.77       1430.29      58.23    285.00  1145.29       49.64          975.00    295.00
 11     89  GPM-LS  ManEst      3       8          D1A       50.80       1220.33      57.42    195.00  1025.33       50.15          835.00    205.00
 11     90  GPM-LS  ManEst      3       8          D2B       52.14       1306.31      57.74    240.00  1066.31       50.91          940.00    235.00
 11     91  GPM-LS  ManEst      3       8          D2B       51.06       1352.21      56.46    250.00  1102.21       50.95          890.00    245.00
 11     92  GPM-LS  ManEst      3       8          D1A       54.81       1365.28      58.48    245.00  1120.28       51.61          870.00    240.00
 11     93  GPM-LS  ManEst      3       8          D2B       56.66       1468.91      56.53    380.00  1088.91       54.59         1025.00    390.00
 11     94  GPM-LS  ManEst      3       8          D1A       53.31       1274.32      57.25    220.00  1054.32       53.15          920.00    225.00
 11     95  GPM-LS  ManEst      3       8          D2A       56.26       1405.99      57.74    220.00  1185.99       55.04          865.00    255.00
 11     96  GPM-LS  ManEst      3       8          D2B       52.68       1314.29      56.90    310.00  1004.29       50.64          735.00    320.00
 11     97  GPM-LS  ManEst      4       8          D2A       58.26       1788.99      56.22    750.00  1038.99       57.24         1415.00    750.00
 11     98  GPM-LS  ManEst      4       8          D2B       52.48       1382.02      57.08    210.00  1172.02       46.52          815.00    200.00
 11     99  GPM-LS  ManEst      4       8          D1A       53.84       1282.31      55.70    220.00  1062.31       52.72          875.00    225.00
 11    100  GPM-LS  ManEst      4       8          D2B       54.33       1240.40      58.76    175.00  1065.40       51.50          735.00    535.00
 11    101  GPM-LS  ManEst      4       8          D1A       55.47       1217.39      57.22    250.00   967.39       54.95          780.00    240.00
 11    102  GPM-LS  ManEst      4       8          D1B       50.90       1401.14      56.81    235.00  1166.14       49.70          870.00    240.00
 11    103  GPM-LS  ManEst      4       8          D2B       54.25       1225.30      56.98    165.00  1060.30       51.71          670.00    215.00
 11    104  GPM-LS  ManEst      4       8          D2B       48.96       1249.35      57.21    220.00  1029.35       45.27          715.00    230.00
 11    105  GPM-LS  ManEst      4       8          D2A       51.40       1261.28      57.36    210.00  1051.28       51.82          690.00    210.00
 11    106  GPM-LS  ManEst      4       8          D1A       51.31       1238.33      57.72    190.00  1048.33       51.38          700.00    185.00
 11    107  GPM-LS  ManEst      4       8          D2A       51.17       1266.31      57.75    215.00  1051.31       50.09          680.00    220.00
 11    108  GPM-LS  ManEst      4       8          D2A       51.34       1165.30      57.30    195.00   970.30       47.41          640.00    255.00
 11    109  GPM-LS  ManEst      4       8          D1A       52.31       1229.34      57.84    205.00  1024.34       52.59          950.00    205.00
 11    110  GPM-LS  ManEst      4       8          D1B       51.33       1419.26      56.57    210.00  1209.26       49.75          840.00    220.00
 11    111  GPM-LS  ManEst      4       8          D2A       53.22       1384.11      56.96    265.00  1119.11       50.98          845.00    275.00
 11    112  GPM-LS  ManEst      4       8          D1B       51.68       1387.19      56.85    200.00  1187.19       52.81          965.00    220.00
 11    113  GPM-LS  ManEst      4       8          D1B       50.69       1282.29      56.30    230.00  1052.29       49.11          845.00    235.00
 11    114  GPM-LS  ManEst      4       8          D1B       49.15       1265.15      57.55    160.00  1105.15       47.27          670.00    160.00
 11    115  GPM-LS  ManEst      4       8          D1A       54.30       1229.33      56.97    180.00  1049.33       53.34          680.00    170.00
 11    116  GPM-LS  ManEst      4       8          D2B       51.61       1280.31      57.54    210.00  1070.31       49.99          780.00    205.00
 11    117  GPM-LS  ManEst      4       8          D1B       52.87       1248.21      55.93    215.00  1033.21       50.69          770.00    220.00
 11    118  GPM-LS  ManEst      4       8          D2B       52.90       1481.15      56.44    235.00  1246.15       52.86          805.00    245.00
 11    119  GPM-LS  ManEst      4       8          D1B       52.52       1508.17      56.41    220.00  1288.17       48.00          855.00    220.00
 11    120  GPM-LS  ManEst      4       8          D1B       52.95       1295.21      57.48    200.00  1095.21       54.11          980.00    210.00
 11    121  GPM-LS  ManEst      4       8          D2B       51.64       1405.18      57.39    160.00  1245.18       51.86         1190.00    170.00
 11    122  GPM-LS  ManEst      4       8          D2A       54.05       1405.22      56.69    245.00  1160.22       53.46          975.00    255.00
 11    123  GPM-LS  ManEst      4       8          D1A       49.89       1506.09      56.62    250.00  1256.09       50.04          940.00    285.00
 11    124  GPM-LS  ManEst      4       8          D2A       53.48       1247.35      55.71    270.00   977.35       53.19          990.00    275.00
 11    125  GPM-LS  ManEst      4       8          D1A       53.75       1327.20      55.59    330.00   997.20       52.81          965.00    315.00
 11    126  GPM-LS  ManEst      4       8          D1A       53.00       1239.20      56.67    210.00  1029.20       52.52          820.00    270.00
 11    127  GPM-LS  ManEst      4       8          D2B       54.62       1399.13      56.64    230.00  1169.13       54.46          945.00    240.00
 11    128  GPM-LS  ManEst      4       8          D2A       51.53       1250.27      55.46    230.00  1020.27       51.48          875.00    240.00
 12      1  GMP-LS  ManEst      1       0          D2A       70.05       1228.37      61.40    420.00   808.37       71.36         1120.00    425.00
 12      2  GMP-LS  ManEst      1       0          D1A       70.19       1182.60      60.63    375.00   807.60       70.73          975.00    375.00
 12      3  GMP-LS  ManEst      1       0          D1B       68.18       1038.03      60.85    410.00   628.03       67.63          870.00    410.00
 12      4  GMP-LS  ManEst      1       0          D2B       74.60       1220.25      62.78    525.00   695.25       75.78         1110.00    530.00
 12      5  GMP-LS  ManEst      1       0          D1A       65.58       1167.41      61.07    375.00   792.41       63.64          855.00    380.00
 12      6  GMP-LS  ManEst      1       0          D1B       71.58       1292.26      61.89    490.00   802.26       69.86          980.00    485.00
 12      7  GMP-LS  ManEst      1       0          D2B       73.52       1119.42      62.76    480.00   639.42       73.32         1035.00    475.00
 12      8  GMP-LS  ManEst      1       0          D2A       76.47       1210.39      62.84    515.00   695.39       76.45         1220.00    515.00
 12      9  GMP-LS  ManEst      1       0          D1A       69.50       1146.36      62.92    400.00   746.36       67.90          930.00    395.00
 12     10  GMP-LS  ManEst      1       0          D1B       65.03       1084.41      61.28    460.00   624.41       64.04          955.00    460.00
 12     11  GMP-LS  ManEst      1       0          D1B       77.31       1235.28      61.58    610.00   625.28       76.78         1130.00    610.00
 12     12  GMP-LS  ManEst      1       0          D2A       65.09       1182.38      61.90    480.00   702.38       65.09         1190.00    475.00
 12     13  GMP-LS  ManEst      1       0          D2B       71.84       1174.31      61.97    520.00   654.31       72.98         1095.00    520.00
 12     14  GMP-LS  ManEst      1       0          D1B       67.55       1280.08      61.16    630.00   650.08       66.60         1145.00    640.00
 12     15  GMP-LS  ManEst      1       0          D1A       69.58       1212.41      62.34    620.00   592.41       70.45         1055.00    625.00
 12     16  GMP-LS  ManEst      1       0          D2B       68.23       1174.32      61.45    485.00   689.32       69.40         1015.00    480.00
 12     17  GMP-LS  ManEst      1       0          D2B       66.65       1186.32      61.75    420.00   766.32       67.01         1035.00    430.00
 12     18  GMP-LS  ManEst      1       0          D1A       71.58       1237.29      61.91    555.00   682.29       72.71         1020.00    560.00
 12     19  GMP-LS  ManEst      1       0          D1A       66.75       1205.26      61.93    570.00   635.26       68.22         1020.00    575.00
 12     20  GMP-LS  ManEst      1       0          D1B       67.49       1283.31      60.12    630.00   653.31       67.60         1185.00    635.00
 12     21  GMP-LS  ManEst      1       1          D2A       66.09       1142.39      61.94    470.00   672.39       64.87          930.00    470.00
 12     22  GMP-LS  ManEst      1       1          D1B       68.43       1058.32      61.85    370.00   688.32       68.42         1065.00    365.00
 12     23  GMP-LS  ManEst      1       1          D1B       69.60        992.52      62.51    310.00   682.52       70.20          925.00    315.00
 12     24  GMP-LS  ManEst      1       1          D2B       68.44       1156.38      62.11    460.00   696.38       68.81         1095.00    470.00
 12     25  GMP-LS  ManEst      1       1          D2A       64.94       1258.28      61.82    510.00   748.28       66.02         1025.00    510.00
 12     26  GMP-LS  ManEst      1       1          D2A       70.22       1215.36      62.30    565.00   650.36       70.50         1080.00    570.00
 12     27  GMP-LS  ManEst      1       1          D1A       76.22       1283.34      61.99    560.00   723.34       76.61         1105.00    560.00
 12     28  GMP-LS  ManEst      1       1          D2A       69.48       1152.53      62.02    380.00   772.53       69.02          950.00    375.00
 12     29  GMP-LS  ManEst      1       1          D1A       72.29       1115.53      61.27    350.00   765.53       74.08          855.00    350.00
 12     30  GMP-LS  ManEst      1       1          D2A       67.62       1189.66      62.65    530.00   659.66       69.07         1005.00    535.00
 12     31  GMP-LS  ManEst      1       1          D2B       69.75       1188.31      62.89    470.00   718.31       69.76         1195.00    465.00
 12     32  GMP-LS  ManEst      1       1          D2B       67.13       1161.33      62.22    410.00   751.33       67.00          930.00    415.00
 12     33  GMP-LS  ManEst      2       1          D2A       66.89       1288.34      61.14    560.00   728.34       66.91         1295.00    560.00
 12     34  GMP-LS  ManEst      2       1          D2A       68.29       1110.41      62.36    440.00   670.41       67.80          920.00    460.00
 12     35  GMP-LS  ManEst      2       1          D1B       63.53       1198.26      61.81    330.00   868.26       63.26         1095.00    350.00
 12     36  GMP-LS  ManEst      2       1          D2A       68.07        973.49      62.54    290.00   683.49       67.48          670.00    290.00
 12     37  GMP-LS  ManEst      2       2          D2B       65.22       1081.42      61.73    440.00   641.42       65.02          925.00    435.00
 12     38  GMP-LS  ManEst      2       2          D1B       70.42       1561.93      61.36    775.00   786.93       69.80         1345.00    780.00
 12     39  GMP-LS  ManEst      2       2          D2A       66.47       1242.34      62.22    605.00   637.34       67.62         1115.00    625.00
 12     40  GMP-LS  ManEst      2       2          D2B       69.08       1257.18      62.69    420.00   837.18       69.13          940.00    430.00
 12     41  GMP-LS  ManEst      2       2          D2A       66.98       1250.40      61.98    600.00   650.40       67.90         1180.00    605.00
 12     42  GMP-LS  ManEst      2       2          D1A       69.61       1148.41      61.55    485.00   663.41       70.67          935.00    495.00
 12     43  GMP-LS  ManEst      2       2          D2B       64.33       1109.29      61.07    365.00   744.29       64.31         1115.00    360.00
 12     44  GMP-LS  ManEst      2       2          D2A       65.39       1254.07      61.47    425.00   829.07       65.39         1260.00    430.00
 12     45  GMP-LS  ManEst      2       2          D2B       70.52       1184.29      62.35    535.00   649.29       72.29         1100.00    535.00
 12     46  GMP-LS  ManEst      2       2          D1A       70.56       1353.22      61.42    660.00   693.22       70.54         1360.00    660.00
 12     47  GMP-LS  ManEst      2       2          D1B       71.09       1475.19      61.59    825.00   650.19       71.85         1435.00    825.00
 12     48  GMP-LS  ManEst      2       2          D1B       71.21       1318.24      61.70    590.00   728.24       71.19         1325.00    585.00
 12     49  GMP-LS  ManEst      2       2          D2B       70.38       1318.87      62.28    580.00   738.87       70.36         1325.00    580.00
 12     50  GMP-LS  ManEst      2       2          D1A       66.52       1209.36      61.33    480.00   729.36       66.51         1215.00    485.00
 12     51  GMP-LS  ManEst      2       2          D2A       66.22       1276.68      62.70    545.00   731.68       67.03         1015.00    545.00
 12     52  GMP-LS  ManEst      2       3          D1A       66.01       1124.37      61.54    415.00   709.37       66.24         1000.00    410.00
 12     53  GMP-LS  ManEst      2       3          D1A       72.26       1129.61      61.18    405.00   724.61       72.93          890.00    405.00
 12     54  GMP-LS  ManEst      2       3          D1B       68.01       1063.44      61.61    370.00   693.44       68.89          930.00    375.00
 12     55  GMP-LS  ManEst      2       3          D1B       69.52       1310.33      61.94    660.00   650.33       70.14         1220.00    660.00
 12     56  GMP-LS  ManEst      2       3          D2B       65.75       1105.44      62.50    385.00   720.44       63.64          850.00    385.00
 12     57  GMP-LS  ManEst      2       3          D2A       68.31       1153.43      62.25    515.00   638.43       70.26         1020.00    520.00
 12     58  GMP-LS  ManEst      2       3          D1A       67.39       1384.10      61.56    655.00   729.10       68.06         1315.00    890.00
 12     59  GMP-LS  ManEst      2       3          D1A       68.08       1388.21      61.30    520.00   868.21       67.66         1080.00    520.00
 12     60  GMP-LS  ManEst      2       3          D2B       66.33       1572.96      61.77    755.00   817.96       66.79         1265.00    760.00
 12     61  GMP-LS  ManEst      2       3          D1A       69.12       1329.28      61.84    680.00   649.28       70.06         1155.00    685.00
 12     62  GMP-LS  ManEst      2       3          D1B       68.23       1433.16      61.82    625.00   808.16       68.24         1440.00    630.00
 12     63  GMP-LS  ManEst      2       3          D1B       71.87       1517.03      61.66    665.00   852.03       73.14         1150.00    675.00
 12     64  GMP-LS  ManEst      2       3          D2B       68.53       1363.22      62.42    585.00   778.22       68.22         1100.00    595.00
 12     65  GMP-LS  ManEst      3       3          D2A       69.31       1508.18      62.12    625.00   883.18       73.39         1190.00    635.00
 12     66  GMP-LS  ManEst      3       3          D1B       69.67       1083.51      61.28    410.00   673.51       71.31          885.00    420.00
 12     67  GMP-LS  ManEst      3       3          D2B       70.39       1289.34      62.48    490.00   799.34       71.01         1150.00    495.00
 12     68  GMP-LS  ManEst      3       3          D1B       67.63       1493.06      61.60    705.00   788.06       68.77         1210.00    715.00
 12     69  GMP-LS  ManEst      3       3          D2B       65.50       1364.24      63.26    755.00   609.24       63.51         1140.00    765.00
 12     70  GMP-LS  ManEst      3       3          D2A       66.42       1215.30      62.12    555.00   660.30       65.46          990.00    560.00
 12     71  GMP-LS  ManEst      3       3          D2B       65.87       1033.49      62.03    310.00   723.49       65.69          785.00    310.00
 12     72  GMP-LS  ManEst      3       3          D1A       66.18       1160.32      61.90    455.00   705.32       67.25          910.00    465.00
 12     73  GMP-LS  ManEst      3       3          D2A       70.65       1308.32      61.92    635.00   673.32       70.64         1315.00    640.00
 12     74  GMP-LS  ManEst      3       3          D1A       63.49       1179.36      61.74    445.00   734.36       63.49         1185.00    445.00
 12     75  GMP-LS  ManEst      3       3          D1A       70.98       1209.34      61.95    540.00   669.34       70.96         1215.00    550.00
 12     76  GMP-LS  ManEst      3       3          D1A       72.07       1079.47      61.62    425.00   654.47       71.70          930.00    430.00
 12     77  GMP-LS  ManEst      3       3          D1B       71.94       1119.33      61.73    450.00   669.33       71.94         1125.00    450.00
 12     78  GMP-LS  ManEst      3       3          D1B       71.16       1100.22      61.32    500.00   600.22       71.13         1110.00    500.00
 12     79  GMP-LS  ManEst      3       3          D1A       69.89       1394.23      62.89    630.00   764.23       70.41         1265.00    640.00
 12     80  GMP-LS  ManEst      3       3          D2A       62.92       1356.13      63.39    500.00   856.13       62.69          995.00    740.00
 12     81  GMP-LS  ManEst      3       3          D1B       72.51       1401.26      62.52    455.00   946.26       71.27          960.00    460.00
 12     82  GMP-LS  ManEst      3       3          D2A       65.91       1192.51      62.45    415.00   777.51       64.04          870.00    415.00
 12     83  GMP-LS  ManEst      3       3          D2B       68.87       1370.22      62.59    680.00   690.22       68.34         1185.00    680.00
 12     84  GMP-LS  ManEst      3       3          D2B       70.98       1423.17      62.45    785.00   638.17       72.54         1215.00    795.00
 12     85  GMP-LS  ManEst      3       3          D2B       69.84       1489.11      61.90    660.00   829.11       70.54         1265.00    665.00
 12     86  GMP-LS  ManEst      3       3          D1B       72.00       1083.23      62.29    345.00   738.23       71.17          805.00    350.00
 12     87  GMP-LS  ManEst      3       3          D1A       68.30       1360.92      61.78    605.00   755.92       69.49         1055.00    610.00
 12     88  GMP-LS  ManEst      3       3          D1A       71.73       1456.24      61.52    645.00   811.24       74.51         1195.00    660.00
 12     89  GMP-LS  ManEst      3       3          D2A       70.95       1348.06      61.95    580.00   768.06       69.44         1190.00    590.00
 12     90  GMP-LS  ManEst      3       3          D1B       73.21       1578.16      62.50    850.00   728.16       73.18         1585.00    855.00
 12     91  GMP-LS  ManEst      3       3          D2B       69.05       1385.11      62.36    605.00   780.11       67.90         1075.00    605.00
 12     92  GMP-LS  ManEst      3       3          D1B       68.03       1291.28      62.12    515.00   776.28       68.48         1045.00    525.00
 12     93  GMP-LS  ManEst      3       3          D2A       70.08       1303.12      61.87    435.00   868.12       69.78         1035.00    440.00
 12     94  GMP-LS  ManEst      3       3          D2B       73.16       1519.13      62.46    670.00   849.13       73.33         1280.00    665.00
 12     95  GMP-LS  ManEst      3       3          D2A       68.64       1034.49      61.86    455.00   579.49       68.83          995.00    485.00
 12     96  GMP-LS  ManEst      3       3          D1A       71.30       1233.25      61.75    555.00   678.25       73.08         1000.00    575.00
 12     97  GMP-LS  ManEst      4       4          D2A       64.74       1339.27      62.82    485.00   854.27       62.51          980.00    500.00
 12     98  GMP-LS  ManEst      4       4          D1B       67.99       1262.24      62.22    570.00   692.24       68.00         1270.00    570.00
 12     99  GMP-LS  ManEst      4       4          D1A       68.79       1412.10      62.15    595.00   817.10       68.78         1255.00    600.00
 12    100  GMP-LS  ManEst      4       4          D2A       72.91       1196.30      62.62    565.00   631.30       72.90         1205.00    585.00
 12    101  GMP-LS  ManEst      4       4          D2B       68.23       1305.20      63.15    585.00   720.20       68.16         1005.00    585.00
 12    102  GMP-LS  ManEst      4       4          D2B       67.55       1287.25      62.28    685.00   602.25       69.14         1055.00    680.00
 12    103  GMP-LS  ManEst      4       4          D2A       74.91       1250.17      62.67    525.00   725.17       74.89         1260.00    650.00
 12    104  GMP-LS  ManEst      4       5          D1A       67.22       1325.21      61.06    645.00   680.21       67.62         1220.00    660.00
 12    105  GMP-LS  ManEst      4       5          D1B       72.22       1385.48      62.43    665.00   720.48       73.10         1210.00    665.00
 12    106  GMP-LS  ManEst      4       5          D2B       70.47       1353.21      62.62    595.00   758.21       70.47         1360.00    610.00
 12    107  GMP-LS  ManEst      4       5          D1B       70.38       1388.99      61.82    615.00   773.99       71.48         1010.00    625.00
 12    108  GMP-LS  ManEst      4       5          D2A       69.52       1500.14      62.74    805.00   695.14       70.76         1185.00    810.00
 12    109  GMP-LS  ManEst      4       5          D1B       71.84       1360.23      62.50    620.00   740.23       72.12         1080.00    630.00
 12    110  GMP-LS  ManEst      4       5          D2B       66.02       1202.34      62.16    620.00   582.34       65.91         1070.00    625.00
 12    111  GMP-LS  ManEst      4       5          D1B       65.35       1278.22      61.96    665.00   613.22       65.42         1255.00    680.00
 12    112  GMP-LS  ManEst      4       5          D1A       69.02       1398.15      61.21    750.00   648.15       69.33         1195.00    760.00
 12    113  GMP-LS  ManEst      4       5          D1A       67.46       1311.30      62.18    640.00   671.30       67.01         1170.00    655.00
 12    114  GMP-LS  ManEst      4       5          D1B       70.22       1168.37      61.33    310.00   858.37       71.15          980.00    315.00
 12    115  GMP-LS  ManEst      4       5          D1B       68.19       1052.42      60.90    325.00   727.42       66.26          775.00    340.00
 12    116  GMP-LS  ManEst      4       5          D1B       71.15       1048.34      61.55    270.00   778.34       73.26          760.00    270.00
 12    117  GMP-LS  ManEst      4       6          D2A       65.18       1075.44      62.29    425.00   650.44       63.90          900.00    420.00
 12    118  GMP-LS  ManEst      4       7          D1A       72.16       1268.27      62.12    370.00   898.27       72.02          950.00    370.00
 12    119  GMP-LS  ManEst      4       7          D2B       69.51       1118.43      62.45    315.00   803.43       68.66          725.00    325.00
 12    120  GMP-LS  ManEst      4       7          D2A       72.51       1229.32      61.92    510.00   719.32       73.40          965.00    515.00
 12    121  GMP-LS  ManEst      4       7          D1A       74.26       1117.37      61.83    410.00   707.37       74.92          910.00    420.00
 12    122  GMP-LS  ManEst      4       7          D1A       70.78       1190.34      61.67    545.00   645.34       71.29         1120.00    545.00
 12    123  GMP-LS  ManEst      4       7          D2A       75.99       1393.20      62.57    525.00   868.20       76.00         1140.00    540.00
 12    124  GMP-LS  ManEst      4       7          D2A       71.55       1461.12      61.85    645.00   816.12       72.28         1265.00    660.00
 12    125  GMP-LS  ManEst      4       7          D2B       69.33       1226.35      61.85    575.00   651.35       69.63         1050.00    580.00
 12    126  GMP-LS  ManEst      4       7          D2B       70.46       1198.31      62.19    475.00   723.31       71.14          925.00    485.00
 12    127  GMP-LS  ManEst      4       7          D2B       72.60       1201.88      62.01    505.00   696.88       73.03         1045.00    510.00
 12    128  GMP-LS  ManEst      4       7          D1A       67.19       1196.36      61.59    450.00   746.36       68.03          985.00    455.00
 13      1  PMG-SL  ManEst      1       0          D2A       59.61       1448.06      57.69    585.00   863.06       55.57         1030.00    670.00
 13      2  PMG-SL  ManEst      1       0          D1A       62.62       1530.05      55.94    625.00   905.05       60.30         1245.00    840.00
 13      3  PMG-SL  ManEst      1       0          D2B       58.53       1443.91      56.99    500.00   943.91       54.02         1035.00    530.00
 13      4  PMG-SL  ManEst      1       1          D1B       57.66       1492.20      57.46    590.00   902.20       57.30         1170.00    615.00
 13      5  PMG-SL  ManEst      1       1          D2B       57.18       1374.16      58.34    390.00   984.16       55.65         1040.00    750.00
 13      6  PMG-SL  ManEst      1       1          D2B       56.51       1570.09      56.37    420.00  1150.09       55.49         1095.00    620.00
 13      7  PMG-SL  ManEst      1       1          D2A       58.09       1588.04      56.59    490.00  1098.04       54.15         1160.00    585.00
 13      8  PMG-SL  ManEst      1       1          D1A       61.06       1687.99      56.93    605.00  1082.99       57.73         1190.00    665.00
 13      9  PMG-SL  ManEst      1       1          D1B       55.92       1433.13      57.30    365.00  1068.13       52.41          860.00    395.00
 13     10  PMG-SL  ManEst      1       1          D2A       56.31       1655.08      59.69    600.00  1055.08       56.91         1275.00    885.00
 13     11  PMG-SL  ManEst      1       1          D1A       54.87       1643.95      58.79    595.00  1048.95       49.90         1140.00    820.00
 13     12  PMG-SL  ManEst      1       1          D1B       57.03       1632.93      58.44    470.00  1162.93       58.91         1075.00    725.00
 13     13  PMG-SL  ManEst      1       1          D2B       57.01       1566.96      58.59    620.00   946.96       54.33         1225.00    700.00
 13     14  PMG-SL  ManEst      1       1          D2B       56.05       1391.20      58.79    420.00   971.20       56.18         1030.00    450.00
 13     15  PMG-SL  ManEst      1       1          D2B       56.88       1619.83      58.41    725.00   894.83       50.70         1165.00    730.00
 13     16  PMG-SL  ManEst      1       1          D1A       57.91       1397.20      57.24    425.00   972.20       55.31         1045.00    455.00
 13     17  PMG-SL  ManEst      1       1          D1B       57.73       1452.63      57.75    410.00  1042.63       55.76          975.00    440.00
 13     18  PMG-SL  ManEst      1       1          D1B       55.79       1703.83      57.16    570.00  1133.83       51.99         1075.00    595.00
 13     19  PMG-SL  ManEst      1       1          D2B       57.33       1652.79      56.54    600.00  1052.79       56.86         1210.00    630.00
 13     20  PMG-SL  ManEst      1       1          D2A       55.83       1507.10      57.97    465.00  1042.10       53.59         1075.00    695.00
 13     21  PMG-SL  ManEst      1       1          D2A       54.97       1481.12      56.70    460.00  1021.12       52.86         1035.00    530.00
 13     22  PMG-SL  ManEst      1       1          D2B       56.84       1620.71      57.84    500.00  1120.71       54.01         1105.00    555.00
 13     23  PMG-SL  ManEst      1       1          D1B       55.96       1655.00      57.44    515.00  1140.00       53.19         1150.00    565.00
 13     24  PMG-SL  ManEst      1       1          D1B       57.30       1402.18      55.89    465.00   937.18       52.98          980.00    525.00
 13     25  PMG-SL  ManEst      1       1          D1B       54.31       1132.39      57.03    330.00   802.39       54.63          930.00    370.00
 13     26  PMG-SL  ManEst      1       1          D2A       49.66       1296.28      55.39    415.00   881.28       49.61          805.00    495.00
 13     27  PMG-SL  ManEst      1       1          D1A       57.76       1402.15      55.68    405.00   997.15       55.57         1100.00    440.00
 13     28  PMG-SL  ManEst      1       1          D1A       55.05       1482.02      55.70    510.00   972.02       56.30         1100.00    525.00
 13     29  PMG-SL  ManEst      1       1          D1A       56.34       1609.93      55.57    560.00  1049.93       55.15         1125.00    610.00
 13     30  PMG-SL  ManEst      1       1          D2A       55.12       1524.20      58.95    600.00   924.20       54.78         1185.00    655.00
 13     31  PMG-SL  ManEst      1       1          D2A       54.41       1428.16      57.18    450.00   978.16       52.11          875.00    480.00
