Sub  Trial   Group    Task  Block  Errors      Stimuli    MaxAp     MaxApTime       G12FGAp        RT  TouchedAp  TouchedTime       GGRT
 11    126  GPM-LS   Grasp      4       8          D2B    69.34        505.00         56.15    180.00      63.37       695.00     185.00
 11    127  GPM-LS   Grasp      4       8          D2B    63.48        560.00         56.96    180.00      63.13       690.00     190.00
 11    128  GPM-LS   Grasp      4       8          D2A    69.57        475.00         55.80    125.00      65.66       565.00     125.00
 12      1  GMP-LS   Grasp      1       0          D2A    68.13        620.00         61.10    295.00      66.97       790.00     295.00
 12      2  GMP-LS   Grasp      1       0          D2B    69.25        720.00         60.40    375.00      69.25       720.00     390.00
 12      3  GMP-LS   Grasp      1       0          D1B    74.90        655.00         60.11    250.00      74.90       655.00     255.00
 12      4  GMP-LS   Grasp      1       0          D1A    71.86        685.00         60.79    285.00      71.82       690.00     290.00
 12      5  GMP-LS   Grasp      1       0          D1B    78.74        710.00         60.56    340.00      78.74       710.00     345.00
 12      6  GMP-LS   Grasp      1       0          D1A    77.65        745.00         60.69    385.00      75.94       780.00     400.00
 12      7  GMP-LS   Grasp      1       0          D2A    79.28        655.00         61.86    280.00      73.90       755.00     300.00
 12      8  GMP-LS   Grasp      1       0          D2A    76.54        650.00         60.68    285.00      76.52       655.00     305.00
 12      9  GMP-LS   Grasp      1       0          D1B    78.04        565.00         59.88    220.00      78.04       565.00     235.00
 12     10  GMP-LS   Grasp      1       0          D2A    73.16        635.00         60.82    270.00      73.16       640.00     275.00
 12     11  GMP-LS   Grasp      1       0          D1B    72.57        645.00         60.30    285.00      69.73       705.00     300.00
 12     12  GMP-LS   Grasp      1       0          D2A    77.65        720.00         59.85    380.00      77.18       745.00     395.00
 12     13  GMP-LS   Grasp      1       0          D1A    76.94        725.00         60.21    330.00      76.29       745.00     340.00
 12     14  GMP-LS   Grasp      1       0          D1A    75.24        640.00         60.66    300.00      72.51       715.00     315.00
 12     15  GMP-LS   Grasp      1       0          D1B    77.77        675.00         60.45    335.00      76.87       705.00     355.00
 12     16  GMP-LS   Grasp      1       0          D2B    79.47        620.00         61.09    260.00      79.36       625.00     280.00
 12     17  GMP-LS   Grasp      1       0          D1B    80.20        670.00         60.14    330.00      80.20       670.00     335.00
 12     18  GMP-LS   Grasp      1       0          D2A    78.11        655.00         60.71    300.00      77.82       675.00     315.00
 12     19  GMP-LS   Grasp      1       0          D1A    76.88        615.00         60.29    290.00      76.67       625.00     295.00
 12     20  GMP-LS   Grasp      1       0          D1B    76.22        600.00         60.54    290.00      71.71       710.00     305.00
 12     21  GMP-LS   Grasp      1       0          D1A    76.16        635.00         61.05    260.00      69.71       720.00     275.00
 12     22  GMP-LS   Grasp      1       0          D2A    78.61        665.00         61.74    305.00      78.61       665.00     335.00
 12     23  GMP-LS   Grasp      1       0          D2B    79.79        665.00         60.53    320.00      79.72       675.00     335.00
 12     24  GMP-LS   Grasp      1       0          D2B    84.05        675.00         60.79    335.00      81.00       740.00     355.00
 12     25  GMP-LS   Grasp      1       0          D2B    81.69        855.00         61.44    505.00      81.69       855.00     520.00
 12     26  GMP-LS   Grasp      1       0          D1A    76.84        565.00         59.92    230.00      76.84       565.00     245.00
 12     27  GMP-LS   Grasp      1       0          D2B    73.16        700.00         60.98    315.00      73.16       700.00     325.00
 12     28  GMP-LS   Grasp      1       0          D1B    77.45        635.00         60.99    325.00      77.45       635.00     340.00
 12     29  GMP-LS   Grasp      1       0          D2A    80.41        605.00         61.51    320.00      80.08       635.00     335.00
 12     30  GMP-LS   Grasp      1       0          D2B    85.15        675.00         60.77    350.00      85.11       685.00     370.00
 12     31  GMP-LS   Grasp      1       0          D2B    84.29        635.00         60.25    330.00      84.29       635.00     345.00
 12     32  GMP-LS   Grasp      1       0          D1A    84.14        840.00         60.85    530.00      84.13       845.00     550.00
 12     33  GMP-LS   Grasp      2       0          D2B    78.50        555.00         60.75    320.00      71.86       705.00     325.00
 12     34  GMP-LS   Grasp      2       0          D2B    76.51        645.00         60.62    295.00      75.79       665.00     305.00
 12     35  GMP-LS   Grasp      2       0          D1A    80.04        615.00         61.06    315.00      78.37       680.00     325.00
 12     36  GMP-LS   Grasp      2       0          D2A    77.29        620.00         61.14    280.00      73.22       675.00     295.00
 12     37  GMP-LS   Grasp      2       0          D1A    77.72        675.00         61.45    310.00      77.19       700.00     315.00
 12     38  GMP-LS   Grasp      2       0          D1A    78.52        770.00         60.53    465.00      74.67       890.00     480.00
 12     39  GMP-LS   Grasp      2       0          D1A    74.57        890.00         60.42    500.00      74.55       895.00     520.00
 12     40  GMP-LS   Grasp      2       0          D1A    82.41        680.00         60.06    320.00      81.57       705.00     335.00
 12     41  GMP-LS   Grasp      2       0          D2B    75.84        790.00         62.85    410.00      72.31       835.00     430.00
 12     42  GMP-LS   Grasp      2       0          D1B    80.90        640.00         61.03    275.00      79.49       685.00     300.00
 12     43  GMP-LS   Grasp      2       0          D1B    78.12        660.00         60.29    300.00      77.37       680.00     320.00
 12     44  GMP-LS   Grasp      2       0          D2B    74.92        660.00         62.11    295.00      71.30       705.00     305.00
 12     45  GMP-LS   Grasp      2       0          D1A    73.46        930.00         61.54    515.00      73.17       945.00     530.00
 12     46  GMP-LS   Grasp      2       0          D2A    77.68        655.00         61.56    300.00      77.68       655.00     315.00
 12     47  GMP-LS   Grasp      2       0          D1B    79.19        685.00         59.76    325.00      79.19       685.00     340.00
 12     48  GMP-LS   Grasp      2       0          D1B    85.76        635.00         60.77    330.00      82.45       690.00     345.00
 12     49  GMP-LS   Grasp      2       0          D1B    75.17        775.00         61.06    385.00      75.12       785.00     400.00
 12     50  GMP-LS   Grasp      2       0          D1B    75.84        825.00         60.33    420.00      75.14       855.00     435.00
 12     51  GMP-LS   Grasp      2       0          D1A    74.05        820.00         60.07    420.00      73.95       835.00     440.00
 12     52  GMP-LS   Grasp      2       0          D1B    81.90        970.00         60.33    590.00      73.88      1080.00     590.00
 12     53  GMP-LS   Grasp      2       0          D2B    75.83        790.00         60.42    415.00      75.82       795.00     435.00
 12     54  GMP-LS   Grasp      2       0          D2A    76.94        870.00         61.56    495.00      71.69       955.00     500.00
 12     55  GMP-LS   Grasp      2       0          D2A    74.77        980.00         61.93    570.00      72.91      1055.00     585.00
 12     56  GMP-LS   Grasp      2       0          D2A    79.12        905.00         61.32    520.00      79.10       910.00     540.00
 12     57  GMP-LS   Grasp      2       0          D1B    74.48        975.00         61.01    610.00      71.82      1060.00     620.00
 12     58  GMP-LS   Grasp      2       0          D2B    77.24        885.00         61.60    510.00      77.24       885.00     525.00
 12     59  GMP-LS   Grasp      2       0          D2A    78.39        930.00         60.75    555.00      75.52       980.00     575.00
 12     60  GMP-LS   Grasp      2       0          D1A    77.56        800.00         61.43    440.00      77.56       800.00     455.00
 12     61  GMP-LS   Grasp      2       0          D2B    84.37        715.00         61.19    370.00      84.32       720.00     390.00
 12     62  GMP-LS   Grasp      2       0          D2B    80.23        875.00         61.61    300.00      80.23       880.00     485.00
 12     63  GMP-LS   Grasp      2       0          D2A    76.56        945.00         62.28    550.00      76.56       945.00     550.00
 12     64  GMP-LS   Grasp      2       0          D2A    83.96        790.00         61.64    385.00      83.61       810.00     420.00
 12     65  GMP-LS   Grasp      3       0          D2A    78.73        810.00         61.86    405.00      78.73       810.00     425.00
 12     66  GMP-LS   Grasp      3       0          D1B    72.46       1045.00         61.69    560.00      71.23      1075.00     565.00
 12     67  GMP-LS   Grasp      3       0          D2B    72.58        920.00         61.82    500.00      71.20       965.00     510.00
 12     68  GMP-LS   Grasp      3       0          D1B    74.78       1030.00         61.29    560.00      74.78      1030.00     580.00
 12     69  GMP-LS   Grasp      3       0          D1A    77.19        915.00         61.57    485.00      77.19       915.00     500.00
 12     70  GMP-LS   Grasp      3       0          D2B    74.87        790.00         61.93    405.00      74.80       800.00     425.00
 12     71  GMP-LS   Grasp      3       0          D2A    80.52        765.00         61.56    425.00      80.52       765.00     425.00
 12     72  GMP-LS   Grasp      3       0          D2A    70.41       1110.00         62.35    585.00      70.41      1110.00     590.00
 12     73  GMP-LS   Grasp      3       0          D1A    75.31       1005.00         61.07    550.00      75.25      1015.00     560.00
 12     74  GMP-LS   Grasp      3       0          D1A    76.93        985.00         61.27    520.00      76.91       990.00     530.00
 12     75  GMP-LS   Grasp      3       0          D2B    75.83        790.00         61.68    380.00      75.83       790.00     385.00
 12     76  GMP-LS   Grasp      3       0          D2A    78.16        975.00         62.21    565.00      78.16       975.00     595.00
 12     77  GMP-LS   Grasp      3       0          D2B    76.94        885.00         62.67    415.00      76.94       885.00     390.00
 12     78  GMP-LS   Grasp      3       0          D1B    79.62        860.00         60.86    530.00      79.62       860.00     535.00
 12     79  GMP-LS   Grasp      3       0          D2A    68.67       1170.00         62.21    635.00      68.67      1170.00     640.00
 12     80  GMP-LS   Grasp      3       0          D2B    71.15        975.00         61.79    535.00      71.15       975.00     550.00
 12     81  GMP-LS   Grasp      3       0          D1A    75.51        865.00         61.45    435.00      75.51       865.00     450.00
 12     82  GMP-LS   Grasp      3       0          D1A    75.94        760.00         60.68    395.00      75.85       770.00     415.00
 12     83  GMP-LS   Grasp      3       0          D1B    75.54        920.00         60.96    505.00      75.54       920.00     515.00
 12     84  GMP-LS   Grasp      3       0          D1B    77.55       1030.00         61.23    570.00      77.54      1035.00     590.00
 12     85  GMP-LS   Grasp      3       0          D1A    75.69       1000.00         61.05    515.00      75.69      1000.00     530.00
 12     86  GMP-LS   Grasp      3       0          D2A    79.27        720.00         61.84    330.00      79.27       720.00     350.00
 12     87  GMP-LS   Grasp      3       0          D2B    75.96        920.00         62.63    475.00      75.96       920.00     490.00
 12     88  GMP-LS   Grasp      3       0          D1B    76.86       1015.00         60.92    610.00      76.86      1015.00     625.00
 12     89  GMP-LS   Grasp      3       0          D1B    74.07        975.00         61.49    560.00      74.07       975.00     575.00
 12     90  GMP-LS   Grasp      3       0          D2B    75.88        850.00         61.73    400.00      75.73       865.00     425.00
 12     91  GMP-LS   Grasp      3       0          D2A    80.29        690.00         61.25    320.00      80.28       695.00     345.00
 12     92  GMP-LS   Grasp      3       0          D2A    79.91        750.00         61.05    350.00      79.70       770.00     365.00
 12     93  GMP-LS   Grasp      3       0          D1A    79.15        790.00         59.84    415.00      78.49       815.00     420.00
 12     94  GMP-LS   Grasp      3       0          D1B    76.94       1050.00         60.95    570.00      75.80      1085.00     595.00
 12     95  GMP-LS   Grasp      3       0          D1A    78.70        770.00         60.63    370.00      78.69       775.00     385.00
 12     96  GMP-LS   Grasp      3       0          D2B    74.17        800.00         60.94    385.00      74.17       800.00     405.00
 12     97  GMP-LS   Grasp      4       0          D2B    69.58        920.00         61.75    520.00      69.04       950.00     530.00
 12     98  GMP-LS   Grasp      4       0          D1B    72.71        810.00         61.60    370.00      72.71       810.00     385.00
 12     99  GMP-LS   Grasp      4       0          D1A    79.07        830.00         62.17    360.00      78.02       900.00     375.00
 12    100  GMP-LS   Grasp      4       0          D2B    74.63        965.00         62.49    550.00      73.05      1025.00     550.00
 12    101  GMP-LS   Grasp      4       0          D2B    74.34        805.00         62.07    325.00      74.12       825.00     340.00
 12    102  GMP-LS   Grasp      4       0          D2A    79.22        955.00         63.08    510.00      79.22       955.00     515.00
 12    103  GMP-LS   Grasp      4       0          D2A    75.03        945.00         61.10    545.00      75.03       945.00     555.00
 12    104  GMP-LS   Grasp      4       0          D2B    73.58        780.00         62.20    400.00      73.58       780.00     415.00
 12    105  GMP-LS   Grasp      4       0          D1B    78.47        855.00         61.82    405.00      78.07       875.00     415.00
 12    106  GMP-LS   Grasp      4       0          D1A    79.29        930.00         61.65    520.00      79.21       940.00     530.00
 12    107  GMP-LS   Grasp      4       0          D1A    72.72        800.00         61.64    455.00      72.72       800.00     460.00
 12    108  GMP-LS   Grasp      4       0          D2A    77.10        820.00         61.84    410.00      77.10       820.00     445.00
 12    109  GMP-LS   Grasp      4       0          D1B    80.78        925.00         60.83    545.00      80.78       925.00     565.00
 12    110  GMP-LS   Grasp      4       0          D2A    77.90        920.00         62.37    475.00      77.90       920.00     495.00
 12    111  GMP-LS   Grasp      4       0          D1B    80.60        685.00         60.76    315.00      78.45       755.00     325.00
 12    112  GMP-LS   Grasp      4       0          D1A    77.97        815.00         61.00    375.00      77.97       815.00     390.00
 12    113  GMP-LS   Grasp      4       0          D2A    78.56        715.00         60.98    345.00      77.90       795.00     365.00
 12    114  GMP-LS   Grasp      4       0          D2B    78.31        780.00         61.29    485.00      78.31       780.00     490.00
 12    115  GMP-LS   Grasp      4       0          D1A    80.80        690.00         61.81    360.00      80.80       690.00     360.00
 12    116  GMP-LS   Grasp      4       0          D1B    84.49        720.00         61.42    355.00      83.64       745.00     370.00
 12    117  GMP-LS   Grasp      4       0          D1A    84.62        905.00         61.38    525.00      84.62       905.00     545.00
 12    118  GMP-LS   Grasp      4       0          D2A    80.58        900.00         61.75    535.00      80.58       900.00     540.00
 12    119  GMP-LS   Grasp      4       0          D2B    77.23        680.00         62.57    210.00      77.20       685.00     225.00
 12    120  GMP-LS   Grasp      4       0          D2A    76.91        745.00         61.84    395.00      76.50       770.00     405.00
 12    121  GMP-LS   Grasp      4       0          D1A    83.38        640.00         61.46    330.00      83.38       640.00     340.00
 12    122  GMP-LS   Grasp      4       0          D1B    79.18        750.00         60.98    365.00      75.78       800.00     380.00
 12    123  GMP-LS   Grasp      4       0          D2A    81.25        805.00         61.87    425.00      80.81       820.00     430.00
 12    124  GMP-LS   Grasp      4       0          D1B    82.37        795.00         60.77    450.00      81.17       860.00     470.00
 12    125  GMP-LS   Grasp      4       0          D1B    80.08        650.00         60.79    275.00      74.71       755.00     285.00
 12    126  GMP-LS   Grasp      4       0          D2B    82.10        740.00         61.58    355.00      76.85       850.00     370.00
 12    127  GMP-LS   Grasp      4       0          D2B    84.44        655.00         60.11    320.00      82.54       690.00     350.00
 12    128  GMP-LS   Grasp      4       0          D1A    79.30        700.00         60.91    325.00      75.92       760.00     345.00
 13      1  PMG-SL   Grasp      1       0          D2A    65.95        930.00         55.52    480.00      65.85       980.00     485.00
 13      2  PMG-SL   Grasp      1       0          D2B    66.49        825.00         54.65    305.00      66.49       825.00     305.00
 13      3  PMG-SL   Grasp      1       0          D2B    68.59        750.00         55.32    300.00      68.53       765.00     300.00
 13      4  PMG-SL   Grasp      1       0          D1B    72.04        880.00         57.43    395.00      71.91       905.00     400.00
 13      5  PMG-SL   Grasp      1       0          D2B    67.50        880.00         55.10    405.00      67.10       905.00     410.00
 13      6  PMG-SL   Grasp      1       0          D1A    66.48        865.00         54.98    340.00      66.48       865.00     355.00
 13      7  PMG-SL   Grasp      1       0          D1B    67.19       1015.00         54.68    520.00      66.71      1050.00     520.00
 13      8  PMG-SL   Grasp      1       0          D2A    65.72        635.00         55.58    225.00      65.12       715.00     220.00
 13      9  PMG-SL   Grasp      1       0          D2B    70.70        900.00         55.08    440.00      70.66       910.00     445.00
 13     10  PMG-SL   Grasp      1       0          D2A    66.87        905.00         54.84    530.00      66.87       905.00     535.00
 13     11  PMG-SL   Grasp      1       0          D1B    65.52        760.00         55.08    275.00      65.52       760.00     275.00
 13     12  PMG-SL   Grasp      1       0          D2B    68.10        780.00         56.52    275.00      68.10       780.00     280.00
 13     13  PMG-SL   Grasp      1       0          D2A    67.24        840.00         54.36    405.00      67.04       885.00     435.00
 13     14  PMG-SL   Grasp      1       0          D1A    68.71        770.00         55.85    320.00      68.71       770.00     350.00
 13     15  PMG-SL   Grasp      1       0          D1A    65.38        775.00         55.27    295.00      65.35       785.00     300.00
 13     16  PMG-SL   Grasp      1       0          D1A    64.33        890.00         55.09    435.00      64.33       890.00     445.00
 13     17  PMG-SL   Grasp      1       0          D1A    69.40        860.00         55.38    350.00      69.40       860.00     355.00
 13     18  PMG-SL   Grasp      1       0          D2A    72.86        750.00         54.55    320.00      72.86       750.00     320.00
 13     19  PMG-SL   Grasp      1       0          D2B    70.85        930.00         53.41    440.00      70.85       930.00     445.00
 13     20  PMG-SL   Grasp      1       0          D1B    69.23        830.00         53.76    355.00      69.23       830.00     360.00
 13     21  PMG-SL   Grasp      1       0          D2A    71.13        810.00         54.55    405.00      70.77       835.00     415.00
 13     22  PMG-SL   Grasp      1       0          D1B    68.42        765.00         56.76    335.00      68.42       765.00     340.00
 13     23  PMG-SL   Grasp      1       0          D1A    66.88        900.00         54.28    385.00      66.86       905.00     385.00
 13     24  PMG-SL   Grasp      1       0          D2A    67.08        865.00         54.75    430.00      67.08       870.00     425.00
 13     25  PMG-SL   Grasp      1       0          D2B    66.29        800.00         54.49    380.00      65.95       885.00     385.00
 13     26  PMG-SL   Grasp      1       0          D1A    67.34        775.00         54.49    290.00      67.34       775.00     295.00
 13     27  PMG-SL   Grasp      1       0          D1B    66.29        750.00         55.08    310.00      66.29       750.00     305.00
 13     28  PMG-SL   Grasp      1       0          D1B    67.57        715.00         55.36    295.00      67.57       715.00     295.00
 13     29  PMG-SL   Grasp      1       0          D1A    70.47        710.00         54.85    275.00      70.42       725.00     280.00
 13     30  PMG-SL   Grasp      1       0          D1B    69.32        785.00         54.12    350.00      69.32       785.00     350.00
 13     31  PMG-SL   Grasp      1       0          D2B    71.13        730.00         55.58    265.00      71.13       730.00     260.00
 13     32  PMG-SL   Grasp      1       0          D2A    75.50        780.00         58.94    245.00      75.50       780.00     245.00
 13     33  PMG-SL   Grasp      2       0          D1A    67.03       1075.00         56.23    545.00      67.03      1075.00     550.00
 13     34  PMG-SL   Grasp      2       0          D1A    68.14        695.00         54.61    250.00      67.80       745.00     255.00
 13     35  PMG-SL   Grasp      2       0          D1A    67.68        680.00         55.31    260.00      67.61       720.00     270.00
 13     36  PMG-SL   Grasp      2       0          D1B    68.20        845.00         55.04    390.00      68.20       845.00     390.00
 13     37  PMG-SL   Grasp      2       0          D1B    67.45        685.00         55.60    230.00      67.45       685.00     230.00
 13     38  PMG-SL   Grasp      2       0          D2B    63.51        750.00         55.58    315.00      63.51       750.00     325.00
 13     39  PMG-SL   Grasp      2       0          D2B    64.16        825.00         55.63    370.00      64.16       825.00     385.00
 13     40  PMG-SL   Grasp      2       0          D2A    69.81        685.00         54.67    245.00      69.39       765.00     245.00
 13     41  PMG-SL   Grasp      2       0          D2B    68.19        775.00         56.12    325.00      68.19       775.00     325.00
 13     42  PMG-SL   Grasp      2       0          D1B    67.49        860.00         54.94    345.00      67.49       860.00     355.00
 13     43  PMG-SL   Grasp      2       0          D2A    68.00        795.00         56.58    365.00      66.82       845.00     370.00
 13     44  PMG-SL   Grasp      2       0          D2A    67.98        885.00         55.50    380.00      67.98       885.00     380.00
 13     45  PMG-SL   Grasp      2       0          D2A    66.12        810.00         54.41    280.00      66.12       810.00     290.00
 13     46  PMG-SL   Grasp      2       0          D1B    63.60        780.00         55.90    370.00      63.60       780.00     385.00
 13     47  PMG-SL   Grasp      2       0          D2B    66.82        865.00         55.07    330.00      66.78       875.00     330.00
 13     48  PMG-SL   Grasp      2       0          D2A    70.99        795.00         56.71    255.00      70.88       810.00     260.00
 13     49  PMG-SL   Grasp      2       0          D1B    68.04        810.00         54.68    375.00      68.04       810.00     385.00
 13     50  PMG-SL   Grasp      2       0          D1A    70.32        720.00         56.12    245.00      70.32       720.00     250.00
 13     51  PMG-SL   Grasp      2       0          D1A    71.13        755.00         53.68    280.00      71.13       755.00     280.00
 13     52  PMG-SL   Grasp      2       0          D2A    72.94        765.00         54.53    275.00      72.94       765.00     275.00
 13     53  PMG-SL   Grasp      2       0          D1B    67.96        670.00         53.16    245.00      67.85       695.00     250.00
 13     54  PMG-SL   Grasp      2       0          D2A    69.61        810.00         54.68    410.00      68.00       880.00     405.00
 13     55  PMG-SL   Grasp      2       0          D2A    69.47        990.00         55.87    500.00      68.64      1030.00     515.00
 13     56  PMG-SL   Grasp      2       0          D1A    68.55        735.00         57.51    240.00      68.35       775.00     250.00
 13     57  PMG-SL   Grasp      2       0          D1B    68.31        870.00         54.40    355.00      68.31       870.00     370.00
 13     58  PMG-SL   Grasp      2       0          D2B    62.29        705.00         56.56    345.00      62.29       705.00     350.00
 13     59  PMG-SL   Grasp      2       0          D2B    67.63        740.00         55.04    300.00      67.63       740.00     300.00
 13     60  PMG-SL   Grasp      2       0          D2B    65.45        870.00         56.45    470.00      65.45       870.00     490.00
 13     61  PMG-SL   Grasp      2       0          D2B    68.51        750.00         54.29    290.00      67.92       785.00     300.00
 13     62  PMG-SL   Grasp      2       0          D1A    71.34        710.00         55.97    285.00      71.34       710.00     300.00
 13     63  PMG-SL   Grasp      2       0          D1A    68.68        685.00         54.87    285.00      68.54       705.00     290.00
 13     64  PMG-SL   Grasp      2       0          D1B    71.49        680.00         56.61    285.00      71.49       680.00     295.00
 13     65  PMG-SL   Grasp      3       0          D1A    70.99        910.00         55.04    435.00      70.99       910.00     440.00
 13     66  PMG-SL   Grasp      3       0          D2A    68.70        795.00         55.95    410.00      68.70       795.00     415.00
 13     67  PMG-SL   Grasp      3       0          D1A    69.74        755.00         54.24    240.00      69.66       770.00     240.00
 13     68  PMG-SL   Grasp      3       0          D1A    68.02        785.00         55.39    270.00      68.02       785.00     325.00
 13     69  PMG-SL   Grasp      3       0          D1B    67.72        685.00         54.34    235.00      67.72       685.00     235.00
 13     70  PMG-SL   Grasp      3       0          D2B    66.80        790.00         56.52    280.00      66.80       790.00     290.00
 13     71  PMG-SL   Grasp      3       0          D1B    68.38        710.00         56.54    185.00      68.10       735.00     195.00
 13     72  PMG-SL   Grasp      3       0          D2B    67.76        710.00         56.83    240.00      67.76       710.00     245.00
 13     73  PMG-SL   Grasp      3       0          D1B    67.07        700.00         55.48    230.00      66.29       760.00     235.00
 13     74  PMG-SL   Grasp      3       0          D2B    68.41        715.00         55.96    250.00      68.10       735.00     250.00
 13     75  PMG-SL   Grasp      3       0          D2B    62.01        710.00         55.27    235.00      62.01       710.00     290.00
 13     76  PMG-SL   Grasp      3       0          D2A    70.02        690.00         56.19    335.00      66.14       880.00     335.00
 13     77  PMG-SL   Grasp      3       0          D1A    65.39        745.00         57.21    345.00      65.39       745.00     355.00
 13     78  PMG-SL   Grasp      3       0          D1B    73.48        700.00         56.58    275.00      71.00       765.00     275.00
 13     79  PMG-SL   Grasp      3       0          D2A    62.53        720.00         58.02    340.00      62.53       720.00     350.00
 13     80  PMG-SL   Grasp      3       0          D1A    66.88        770.00         57.08    280.00      66.88       770.00     295.00
 13     81  PMG-SL   Grasp      3       0          D1A    67.26        735.00         57.32    325.00      67.26       735.00     330.00
 13     82  PMG-SL   Grasp      3       0          D1B    66.46        740.00         56.96    225.00      66.46       740.00     225.00
 13     83  PMG-SL   Grasp      3       0          D1B    68.32        765.00         56.76    345.00      68.32       765.00     345.00
 13     84  PMG-SL   Grasp      3       0          D2B    66.97        810.00         55.05    425.00      66.97       810.00     435.00
 13     85  PMG-SL   Grasp      3       0          D2A    68.16        595.00         57.13    235.00      68.16       595.00     235.00
 13     86  PMG-SL   Grasp      3       1          D1A    60.90        640.00         55.72    270.00      59.71       770.00     315.00
 13     87  PMG-SL   Grasp      3       1          D2A    66.67        865.00         56.96    375.00      66.67       865.00     385.00
 13     88  PMG-SL   Grasp      3       1          D2B    67.34        765.00         55.13    285.00      65.98       865.00     285.00
 13     89  PMG-SL   Grasp      3       1          D2B    68.47        690.00         55.89    235.00      68.47       690.00     235.00
 13     90  PMG-SL   Grasp      3       1          D2A    68.00        690.00         56.20    210.00      67.51       730.00     220.00
 13     91  PMG-SL   Grasp      3       1          D1A    72.80        720.00         57.25    225.00      72.80       720.00     230.00
 13     92  PMG-SL   Grasp      3       1          D1B    71.57        685.00         56.44    265.00      71.26       720.00     270.00
 13     93  PMG-SL   Grasp      3       1          D2A    71.94        680.00         57.51    235.00      71.94       680.00     240.00
 13     94  PMG-SL   Grasp      3       1          D1B    70.80        690.00         55.94    240.00      69.26       755.00     245.00
 13     95  PMG-SL   Grasp      3       1          D2B    69.76        750.00         56.22    350.00      69.21       790.00     355.00
 13     96  PMG-SL   Grasp      3       1          D2A    73.04        760.00         58.72    350.00      73.04       760.00     355.00
 13     97  PMG-SL   Grasp      4       1          D1A    69.53        910.00         56.32    440.00      68.84       980.00     440.00
 13     98  PMG-SL   Grasp      4       1          D2A    72.54        750.00         55.53    335.00      71.53       795.00     345.00
 13     99  PMG-SL   Grasp      4       1          D2B    68.01        890.00         55.57    385.00      67.04       945.00     390.00
 13    100  PMG-SL   Grasp      4       1          D2B    70.69        675.00         56.38    250.00      70.69       675.00     255.00
 13    101  PMG-SL   Grasp      4       1          D1B    66.79        750.00         55.45    285.00      66.79       750.00     295.00
 13    102  PMG-SL   Grasp      4       1          D1A    67.66        800.00         56.31    275.00      67.66       800.00     275.00
 13    103  PMG-SL   Grasp      4       1          D2A    70.24        775.00         58.55    280.00      70.24       775.00     295.00
 13    104  PMG-SL   Grasp      4       1          D2A    71.20        705.00         57.65    240.00      67.72       825.00     250.00
 13    105  PMG-SL   Grasp      4       1          D2B    65.65        745.00         55.84    245.00      65.65       745.00     245.00
 13    106  PMG-SL   Grasp      4       1          D1A    64.41        655.00         56.24    275.00      64.41       655.00     285.00
 13    107  PMG-SL   Grasp      4       1          D2B    70.99        700.00         56.72    205.00      70.22       740.00     205.00
 13    108  PMG-SL   Grasp      4       1          D1B    69.34        695.00         55.66    220.00      69.34       695.00     225.00
 13    109  PMG-SL   Grasp      4       1          D1B    69.00        770.00         55.70    345.00      69.00       770.00     345.00
 13    110  PMG-SL   Grasp      4       1          D1B    67.91        685.00         56.45    250.00      67.91       685.00     255.00
 13    111  PMG-SL   Grasp      4       1          D1A    68.84        735.00         55.81    210.00      68.84       735.00     215.00
 13    112  PMG-SL   Grasp      4       2          D2B    72.29        685.00         57.63    240.00      71.88       745.00     250.00
 13    113  PMG-SL   Grasp      4       2          D1B    70.78        725.00         56.76    250.00      70.78       725.00     250.00
 13    114  PMG-SL   Grasp      4       2          D2A    68.73        630.00         57.62    220.00      68.73       630.00     220.00
 13    115  PMG-SL   Grasp      4       2          D1B    68.81        650.00         56.85    215.00      68.81       650.00     210.00
 13    116  PMG-SL   Grasp      4       2          D1A    72.01        625.00         56.70    195.00      71.98       635.00     205.00
 13    117  PMG-SL   Grasp      4       2          D2B    69.57        605.00         56.70    160.00      69.48       620.00     165.00
 13    118  PMG-SL   Grasp      4       2          D1A    66.86        620.00         56.53    170.00      66.86       620.00     170.00
 13    119  PMG-SL   Grasp      4       5          D2A    73.32        660.00         57.45    250.00      73.32       660.00     255.00
 13    120  PMG-SL   Grasp      4       5          D1A    72.26        670.00         55.93    300.00      71.44       720.00     305.00
 13    121  PMG-SL   Grasp      4       5          D2A    69.63        670.00         56.05    200.00      69.18       695.00     200.00
 13    122  PMG-SL   Grasp      4       5          D2B    72.49        615.00         56.42    200.00      72.13       640.00     200.00
 13    123  PMG-SL   Grasp      4       6          D1B    66.99        635.00         54.05    220.00      66.99       635.00     215.00
 13    124  PMG-SL   Grasp      4       6          D2B    66.81        775.00         55.03    330.00      66.79       790.00     330.00
 13    125  PMG-SL   Grasp      4       6          D1B    68.65        730.00         54.82    205.00      68.65       730.00     210.00
 13    126  PMG-SL   Grasp      4       6          D2A    70.66        630.00         56.28    230.00      70.12       690.00     230.00
 13    127  PMG-SL   Grasp      4       6          D1A    66.11        625.00         55.29    185.00      66.11       625.00     185.00
 13    128  PMG-SL   Grasp      4       6          D2A    70.51        680.00         56.08    270.00      70.51       680.00     275.00
 14      1  PGM-LS   Grasp      1       0          D1B    78.20        860.00         61.32    440.00      77.15       950.00     440.00
 14      2  PGM-LS   Grasp      1       0          D2B    83.20        940.00         61.73    515.00      78.73      1065.00     500.00
 14      3  PGM-LS   Grasp      1       0          D2A    79.32        870.00         61.27    430.00      79.22       880.00     415.00
