Sub  Trial   Group    Task  Block  Errors      Stimuli  Subtask       RT     Button  T/F
  7    113  PMG-LS    Perc      2       0  R:D1A-L:D2B        S  1478.18   SubjLeft    F
  7    114  PMG-LS    Perc      2       0  R:D1B-L:D2A        S  2538.04   SubjLeft    F
  7    115  PMG-LS    Perc      2       0  R:D2A-L:D1B        S  1189.02   SubjLeft    C
  7    116  PMG-LS    Perc      2       0  R:D1B-L:D2B        S  1299.55   SubjLeft    F
  7    117  PMG-LS    Perc      2       0  R:D2A-L:D1B        S  1284.07   SubjLeft    C
  7    118  PMG-LS    Perc      2       0  R:D2A-L:D1B        S   912.71   SubjLeft    C
  7    119  PMG-LS    Perc      2       0  R:D1B-L:D2A        S  1297.17   SubjLeft    F
  7    120  PMG-LS    Perc      2       0  R:D2B-L:D1A        S   849.05   SubjLeft    C
  7    121  PMG-LS    Perc      2       1  R:D2B-L:D1A        S  1007.47   SubjLeft    C
  7    122  PMG-LS    Perc      2       1  R:D2A-L:D1B        S  1141.13  SubjRight    F
  7    123  PMG-LS    Perc      2       1  R:D1B-L:D2A        S  1069.06  SubjRight    C
  7    124  PMG-LS    Perc      2       1  R:D1A-L:D2A        S  1764.11   SubjLeft    F
  7    125  PMG-LS    Perc      2       1  R:D2A-L:D1A        S   924.42  SubjRight    F
  7    126  PMG-LS    Perc      2       1  R:D2B-L:D1A        S  1073.93  SubjRight    F
  7    127  PMG-LS    Perc      2       1  R:D2B-L:D1B        S  1314.26  SubjRight    F
  7    128  PMG-LS    Perc      2       1  R:D1A-L:D2A        S  1115.99  SubjRight    C
  8      1  PGM-LS    Perc      1       0  R:D1B-L:D2B        L  1338.93  SubjRight    F
  8      2  PGM-LS    Perc      1       0  R:D2A-L:D1A        L  1312.42  SubjRight    C
  8      3  PGM-LS    Perc      1       0  R:D2A-L:D1B        L  1359.08  SubjRight    C
  8      4  PGM-LS    Perc      1       0  R:D2A-L:D1B        L  1530.01  SubjRight    C
  8      5  PGM-LS    Perc      1       0  R:D1A-L:D2B        L   990.80   SubjLeft    C
  8      6  PGM-LS    Perc      1       0  R:D1B-L:D2B        L  1098.18   SubjLeft    C
  8      7  PGM-LS    Perc      1       0  R:D1A-L:D2B        L  1139.77   SubjLeft    C
  8      8  PGM-LS    Perc      1       0  R:D1A-L:D2A        L  1196.88   SubjLeft    C
  8      9  PGM-LS    Perc      1       0  R:D1A-L:D2A        L  1125.40  SubjRight    F
  8     10  PGM-LS    Perc      1       0  R:D2B-L:D1A        L  1276.42  SubjRight    C
  8     11  PGM-LS    Perc      1       0  R:D1B-L:D2B        L  1805.65  SubjRight    F
  8     12  PGM-LS    Perc      1       0  R:D1B-L:D2A        L  1093.35   SubjLeft    C
  8     13  PGM-LS    Perc      1       0  R:D2A-L:D1A        L  1467.97  SubjRight    C
  8     14  PGM-LS    Perc      1       0  R:D1A-L:D2B        L  1125.84   SubjLeft    C
  8     15  PGM-LS    Perc      1       0  R:D1B-L:D2B        L  1070.47   SubjLeft    C
  8     16  PGM-LS    Perc      1       0  R:D2B-L:D1B        L   885.04   SubjLeft    F
  8     17  PGM-LS    Perc      1       0  R:D1A-L:D2A        L  1240.54   SubjLeft    C
  8     18  PGM-LS    Perc      1       0  R:D2A-L:D1B        L  1374.09   SubjLeft    F
  8     19  PGM-LS    Perc      1       0  R:D2B-L:D1B        L  1087.62  SubjRight    C
  8     20  PGM-LS    Perc      1       0  R:D2B-L:D1A        L  1053.33  SubjRight    C
  8     21  PGM-LS    Perc      1       0  R:D2A-L:D1B        L  1148.04  SubjRight    C
  8     22  PGM-LS    Perc      1       0  R:D1B-L:D2A        L  1292.13   SubjLeft    C
  8     23  PGM-LS    Perc      1       0  R:D1B-L:D2A        L  1283.17   SubjLeft    C
  8     24  PGM-LS    Perc      1       0  R:D2B-L:D1A        L  1323.69  SubjRight    C
  8     25  PGM-LS    Perc      1       0  R:D1A-L:D2B        L   951.92   SubjLeft    C
  8     26  PGM-LS    Perc      1       0  R:D2B-L:D1A        L  1262.15   SubjLeft    F
  8     27  PGM-LS    Perc      1       0  R:D2A-L:D1A        L  1422.56   SubjLeft    F
  8     28  PGM-LS    Perc      1       0  R:D1B-L:D2A        L  1464.11   SubjLeft    C
  8     29  PGM-LS    Perc      1       0  R:D2B-L:D1B        L  1291.53  SubjRight    C
  8     30  PGM-LS    Perc      1       0  R:D1A-L:D2A        L  1034.38   SubjLeft    C
  8     31  PGM-LS    Perc      1       0  R:D2B-L:D1B        L   971.53  SubjRight    C
  8     32  PGM-LS    Perc      1       0  R:D2A-L:D1A        L  1237.47   SubjLeft    F
  8     33  PGM-LS    Perc      2       0  R:D1A-L:D2B        L  1194.62   SubjLeft    C
  8     34  PGM-LS    Perc      2       0  R:D2A-L:D1B        L   934.32  SubjRight    C
  8     35  PGM-LS    Perc      2       0  R:D2B-L:D1A        L  1033.87   SubjLeft    F
  8     36  PGM-LS    Perc      2       0  R:D2A-L:D1A        L  1171.57  SubjRight    C
  8     37  PGM-LS    Perc      2       0  R:D2B-L:D1A        L  1159.84   SubjLeft    F
  8     38  PGM-LS    Perc      2       0  R:D2B-L:D1B        L  1069.20   SubjLeft    F
  8     39  PGM-LS    Perc      2       0  R:D1B-L:D2A        L   907.97   SubjLeft    C
  8     40  PGM-LS    Perc      2       0  R:D2A-L:D1B        L  1060.25   SubjLeft    F
  8     41  PGM-LS    Perc      2       0  R:D2A-L:D1A        L  1200.01   SubjLeft    F
  8     42  PGM-LS    Perc      2       0  R:D1A-L:D2B        L  1040.81   SubjLeft    C
  8     43  PGM-LS    Perc      2       0  R:D1B-L:D2B        L  1304.69   SubjLeft    C
  8     44  PGM-LS    Perc      2       0  R:D2A-L:D1B        L  1393.64   SubjLeft    F
  8     45  PGM-LS    Perc      2       0  R:D2B-L:D1B        L  1043.98  SubjRight    C
  8     46  PGM-LS    Perc      2       0  R:D2B-L:D1B        L  1122.32   SubjLeft    F
  8     47  PGM-LS    Perc      2       0  R:D2A-L:D1B        L  1009.12  SubjRight    C
  8     48  PGM-LS    Perc      2       0  R:D1B-L:D2A        L   958.36   SubjLeft    C
  8     49  PGM-LS    Perc      2       0  R:D1B-L:D2B        L   906.94   SubjLeft    C
  8     50  PGM-LS    Perc      2       0  R:D1A-L:D2B        L  1266.69   SubjLeft    C
  8     51  PGM-LS    Perc      2       0  R:D2B-L:D1B        L  1449.97  SubjRight    C
  8     52  PGM-LS    Perc      2       0  R:D1B-L:D2A        L  1065.13   SubjLeft    C
  8     53  PGM-LS    Perc      2       0  R:D2A-L:D1A        L  1171.12  SubjRight    C
  8     54  PGM-LS    Perc      2       0  R:D1A-L:D2A        L  1065.17   SubjLeft    C
  8     55  PGM-LS    Perc      2       0  R:D1A-L:D2A        L  1109.67   SubjLeft    C
  8     56  PGM-LS    Perc      2       0  R:D1B-L:D2A        L  1183.67  SubjRight    F
  8     57  PGM-LS    Perc      2       0  R:D1B-L:D2B        L   989.71  SubjRight    F
  8     58  PGM-LS    Perc      2       0  R:D2B-L:D1A        L  1201.03   SubjLeft    F
  8     59  PGM-LS    Perc      2       0  R:D1A-L:D2A        L  1222.64   SubjLeft    C
  8     60  PGM-LS    Perc      2       0  R:D2B-L:D1A        L  1119.85   SubjLeft    F
  8     61  PGM-LS    Perc      2       0  R:D2A-L:D1A        L  1267.08   SubjLeft    F
  8     62  PGM-LS    Perc      2       0  R:D1B-L:D2B        L  1388.16   SubjLeft    C
  8     63  PGM-LS    Perc      2       0  R:D1A-L:D2B        L  1312.11  SubjRight    F
  8     64  PGM-LS    Perc      2       0  R:D1A-L:D2A        L  1183.33   SubjLeft    C
  8     65  PGM-LS    Perc      1       0  R:D1A-L:D2B        S  1024.24  SubjRight    C
  8     66  PGM-LS    Perc      1       0  R:D1A-L:D2A        S   963.60   SubjLeft    F
  8     67  PGM-LS    Perc      1       0  R:D2B-L:D1B        S  1123.23   SubjLeft    C
  8     68  PGM-LS    Perc      1       0  R:D1B-L:D2B        S  1021.70  SubjRight    C
  8     69  PGM-LS    Perc      1       0  R:D2A-L:D1B        S   902.35   SubjLeft    C
  8     70  PGM-LS    Perc      1       0  R:D2B-L:D1A        S   898.73   SubjLeft    C
  8     71  PGM-LS    Perc      1       0  R:D2A-L:D1A        S   802.33  SubjRight    F
  8     72  PGM-LS    Perc      1       0  R:D1A-L:D2B        S   994.18  SubjRight    C
  8     73  PGM-LS    Perc      1       0  R:D1A-L:D2A        S  1047.08  SubjRight    C
  8     74  PGM-LS    Perc      1       0  R:D2A-L:D1B        S   762.65   SubjLeft    C
  8     75  PGM-LS    Perc      1       0  R:D2A-L:D1B        S  1147.68   SubjLeft    C
  8     76  PGM-LS    Perc      1       0  R:D1B-L:D2A        S   950.85  SubjRight    C
  8     77  PGM-LS    Perc      1       0  R:D1B-L:D2B        S   954.17  SubjRight    C
  8     78  PGM-LS    Perc      1       0  R:D2B-L:D1A        S  1151.06  SubjRight    F
  8     79  PGM-LS    Perc      1       0  R:D2B-L:D1B        S   893.53  SubjRight    F
  8     80  PGM-LS    Perc      1       0  R:D2A-L:D1A        S  1088.02   SubjLeft    C
  8     81  PGM-LS    Perc      1       0  R:D1A-L:D2B        S  1030.07  SubjRight    C
  8     82  PGM-LS    Perc      1       0  R:D1A-L:D2A        S  1151.22   SubjLeft    F
  8     83  PGM-LS    Perc      1       0  R:D2A-L:D1B        S  1153.86   SubjLeft    C
  8     84  PGM-LS    Perc      1       0  R:D1B-L:D2A        S   892.05  SubjRight    C
  8     85  PGM-LS    Perc      1       0  R:D2B-L:D1B        S  1131.24  SubjRight    F
  8     86  PGM-LS    Perc      1       0  R:D1A-L:D2A        S   998.40  SubjRight    C
  8     87  PGM-LS    Perc      1       0  R:D1B-L:D2B        S   988.82  SubjRight    C
  8     88  PGM-LS    Perc      1       0  R:D1B-L:D2A        S   714.32   SubjLeft    F
  8     89  PGM-LS    Perc      1       0  R:D2A-L:D1A        S  1288.11   SubjLeft    C
  8     90  PGM-LS    Perc      1       0  R:D2B-L:D1B        S   750.34  SubjRight    F
  8     91  PGM-LS    Perc      1       0  R:D2B-L:D1A        S   869.78  SubjRight    F
  8     92  PGM-LS    Perc      1       0  R:D1B-L:D2A        S  1106.10  SubjRight    C
  8     93  PGM-LS    Perc      1       0  R:D1A-L:D2B        S   885.61  SubjRight    C
  8     94  PGM-LS    Perc      1       0  R:D2A-L:D1A        S   971.96   SubjLeft    C
  8     95  PGM-LS    Perc      1       0  R:D1B-L:D2B        S   917.76  SubjRight    C
  8     96  PGM-LS    Perc      1       0  R:D2B-L:D1A        S   870.40  SubjRight    F
  8     97  PGM-LS    Perc      2       0  R:D1B-L:D2A        S   938.53  SubjRight    C
  8     98  PGM-LS    Perc      2       0  R:D2A-L:D1A        S  1095.63  SubjRight    F
  8     99  PGM-LS    Perc      2       0  R:D2A-L:D1A        S   971.84   SubjLeft    C
  8    100  PGM-LS    Perc      2       0  R:D1B-L:D2B        S   912.38   SubjLeft    F
  8    101  PGM-LS    Perc      2       0  R:D2B-L:D1B        S  1225.07   SubjLeft    C
  8    102  PGM-LS    Perc      2       0  R:D1B-L:D2B        S   789.39  SubjRight    C
  8    103  PGM-LS    Perc      2       0  R:D2B-L:D1B        S   713.80   SubjLeft    C
  8    104  PGM-LS    Perc      2       0  R:D1B-L:D2A        S   791.46  SubjRight    C
  8    105  PGM-LS    Perc      2       0  R:D1B-L:D2A        S  1091.57   SubjLeft    F
  8    106  PGM-LS    Perc      2       0  R:D1A-L:D2A        S   854.80  SubjRight    C
  8    107  PGM-LS    Perc      2       0  R:D1A-L:D2B        S   894.29  SubjRight    C
  8    108  PGM-LS    Perc      2       0  R:D1A-L:D2A        S   813.20  SubjRight    C
  8    109  PGM-LS    Perc      2       0  R:D1A-L:D2A        S   941.03  SubjRight    C
  8    110  PGM-LS    Perc      2       0  R:D2A-L:D1B        S  1015.08   SubjLeft    C
  8    111  PGM-LS    Perc      2       0  R:D2B-L:D1B        S   896.78   SubjLeft    C
  8    112  PGM-LS    Perc      2       0  R:D2B-L:D1A        S   796.13   SubjLeft    C
  8    113  PGM-LS    Perc      2       0  R:D2B-L:D1A        S   752.16  SubjRight    F
  8    114  PGM-LS    Perc      2       0  R:D2B-L:D1A        S  1055.54   SubjLeft    C
  8    115  PGM-LS    Perc      2       0  R:D2A-L:D1B        S  1062.42  SubjRight    F
  8    116  PGM-LS    Perc      2       0  R:D1B-L:D2B        S  1010.69  SubjRight    C
  8    117  PGM-LS    Perc      2       0  R:D2B-L:D1B        S   641.43   SubjLeft    C
  8    118  PGM-LS    Perc      2       0  R:D1B-L:D2B        S   820.52  SubjRight    C
  8    119  PGM-LS    Perc      2       0  R:D1B-L:D2A        S   895.32  SubjRight    C
  8    120  PGM-LS    Perc      2       0  R:D2B-L:D1A        S   859.47  SubjRight    F
  8    121  PGM-LS    Perc      2       0  R:D1A-L:D2B        S  1105.73   SubjLeft    F
  8    122  PGM-LS    Perc      2       0  R:D2A-L:D1B        S   938.07  SubjRight    F
  8    123  PGM-LS    Perc      2       0  R:D2A-L:D1A        S   874.26   SubjLeft    C
  8    124  PGM-LS    Perc      2       0  R:D1A-L:D2B        S   709.55  SubjRight    C
  8    125  PGM-LS    Perc      2       0  R:D1A-L:D2B        S  1014.34  SubjRight    C
  8    126  PGM-LS    Perc      2       0  R:D2A-L:D1A        S   994.68   SubjLeft    C
  8    127  PGM-LS    Perc      2       0  R:D1A-L:D2A        S   801.73  SubjRight    C
  8    128  PGM-LS    Perc      2       0  R:D2A-L:D1B        S   749.52   SubjLeft    C
  9      1  MPG-LS    Perc      1       0  R:D2A-L:D1A        L  1100.08   SubjLeft    F
  9      2  MPG-LS    Perc      1       0  R:D1B-L:D2A        L  1102.26   SubjLeft    C
  9      3  MPG-LS    Perc      1       0  R:D1A-L:D2B        L  1192.01   SubjLeft    C
  9      4  MPG-LS    Perc      1       0  R:D2A-L:D1B        L  1199.25  SubjRight    C
  9      5  MPG-LS    Perc      1       0  R:D1A-L:D2A        L  1464.73   SubjLeft    C
  9      6  MPG-LS    Perc      1       0  R:D2B-L:D1A        L  1878.78  SubjRight    C
  9      7  MPG-LS    Perc      1       0  R:D2A-L:D1B        L  1787.39   SubjLeft    F
  9      8  MPG-LS    Perc      1       0  R:D2B-L:D1B        L  1653.56   SubjLeft    F
  9      9  MPG-LS    Perc      1       0  R:D1B-L:D2A        L  1136.75   SubjLeft    C
  9     10  MPG-LS    Perc      1       0  R:D2B-L:D1A        L  1410.79   SubjLeft    F
  9     11  MPG-LS    Perc      1       0  R:D1A-L:D2A        L  1426.10   SubjLeft    C
  9     12  MPG-LS    Perc      1       0  R:D1B-L:D2B        L  1254.88   SubjLeft    C
  9     13  MPG-LS    Perc      1       0  R:D2B-L:D1B        L  2524.34  SubjRight    C
  9     14  MPG-LS    Perc      1       0  R:D2A-L:D1A        L  1844.64   SubjLeft    F
  9     15  MPG-LS    Perc      1       0  R:D1B-L:D2A        L  1390.66   SubjLeft    C
  9     16  MPG-LS    Perc      1       0  R:D1A-L:D2B        L  1175.00   SubjLeft    C
  9     17  MPG-LS    Perc      1       0  R:D2B-L:D1B        L  1610.37  SubjRight    C
  9     18  MPG-LS    Perc      1       0  R:D1B-L:D2A        L   860.87   SubjLeft    C
  9     19  MPG-LS    Perc      1       0  R:D2B-L:D1A        L  1662.12   SubjLeft    F
  9     20  MPG-LS    Perc      1       0  R:D2B-L:D1B        L  1629.75   SubjLeft    F
  9     21  MPG-LS    Perc      1       0  R:D1B-L:D2B        L  1054.52  SubjRight    F
  9     22  MPG-LS    Perc      1       0  R:D1A-L:D2B        L   874.78   SubjLeft    C
  9     23  MPG-LS    Perc      1       0  R:D1A-L:D2A        L  1190.39   SubjLeft    C
  9     24  MPG-LS    Perc      1       0  R:D1A-L:D2A        L  1068.54   SubjLeft    C
  9     25  MPG-LS    Perc      1       0  R:D1B-L:D2B        L  1278.68  SubjRight    F
  9     26  MPG-LS    Perc      1       0  R:D2A-L:D1A        L  1279.08   SubjLeft    F
  9     27  MPG-LS    Perc      1       0  R:D2A-L:D1B        L  1179.27  SubjRight    C
  9     28  MPG-LS    Perc      1       0  R:D1B-L:D2B        L  1406.77   SubjLeft    C
  9     29  MPG-LS    Perc      1       0  R:D1A-L:D2B        L  1259.40   SubjLeft    C
  9     30  MPG-LS    Perc      1       0  R:D2B-L:D1A        L  1815.76  SubjRight    C
  9     31  MPG-LS    Perc      1       0  R:D2A-L:D1A        L  1801.09  SubjRight    C
  9     32  MPG-LS    Perc      1       0  R:D2A-L:D1B        L  1696.27   SubjLeft    F
  9     33  MPG-LS    Perc      2       0  R:D2B-L:D1B        L  1032.51  SubjRight    C
  9     34  MPG-LS    Perc      2       0  R:D1B-L:D2A        L  1027.89   SubjLeft    C
  9     35  MPG-LS    Perc      2       0  R:D1A-L:D2A        L   847.58   SubjLeft    C
  9     36  MPG-LS    Perc      2       0  R:D1B-L:D2B        L  1260.33   SubjLeft    C
  9     37  MPG-LS    Perc      2       0  R:D1B-L:D2B        L  1031.74   SubjLeft    C
  9     38  MPG-LS    Perc      2       0  R:D2A-L:D1B        L  2060.56  SubjRight    C
  9     39  MPG-LS    Perc      2       0  R:D2A-L:D1A        L  1993.33   SubjLeft    F
  9     40  MPG-LS    Perc      2       0  R:D2B-L:D1B        L  1594.78   SubjLeft    F
  9     41  MPG-LS    Perc      2       0  R:D1B-L:D2A        L  1258.37   SubjLeft    C
  9     42  MPG-LS    Perc      2       0  R:D1A-L:D2A        L  1600.17   SubjLeft    C
  9     43  MPG-LS    Perc      2       0  R:D2B-L:D1A        L  1042.53   SubjLeft    F
  9     44  MPG-LS    Perc      2       0  R:D2A-L:D1B        L  1961.42   SubjLeft    F
  9     45  MPG-LS    Perc      2       0  R:D1A-L:D2B        L   958.04   SubjLeft    C
  9     46  MPG-LS    Perc      2       0  R:D1A-L:D2B        L  1424.24   SubjLeft    C
  9     47  MPG-LS    Perc      2       0  R:D1B-L:D2B        L  1021.79   SubjLeft    C
  9     48  MPG-LS    Perc      2       0  R:D2A-L:D1A        L  1731.17   SubjLeft    F
  9     49  MPG-LS    Perc      2       0  R:D2A-L:D1A        L  1227.10   SubjLeft    F
  9     50  MPG-LS    Perc      2       0  R:D1B-L:D2B        L  1048.47   SubjLeft    C
  9     51  MPG-LS    Perc      2       0  R:D2B-L:D1B        L  1026.66  SubjRight    C
  9     52  MPG-LS    Perc      2       0  R:D2B-L:D1A        L  1608.18  SubjRight    C
  9     53  MPG-LS    Perc      2       0  R:D1A-L:D2A        L   760.30   SubjLeft    C
  9     54  MPG-LS    Perc      2       0  R:D2B-L:D1B        L  1649.73   SubjLeft    F
  9     55  MPG-LS    Perc      2       0  R:D2A-L:D1B        L  1390.66   SubjLeft    F
  9     56  MPG-LS    Perc      2       0  R:D1A-L:D2A        L  1762.54   SubjLeft    C
  9     57  MPG-LS    Perc      2       0  R:D2A-L:D1A        L  1720.76  SubjRight    C
  9     58  MPG-LS    Perc      2       0  R:D2A-L:D1B        L  2097.12  SubjRight    C
  9     59  MPG-LS    Perc      2       0  R:D1B-L:D2A        L  1717.19   SubjLeft    C
  9     60  MPG-LS    Perc      2       0  R:D2B-L:D1A        L  1486.47  SubjRight    C
  9     61  MPG-LS    Perc      2       0  R:D1A-L:D2B        L  1089.47   SubjLeft    C
  9     62  MPG-LS    Perc      2       0  R:D2B-L:D1A        L  1918.82  SubjRight    C
  9     63  MPG-LS    Perc      2       0  R:D1B-L:D2A        L  1668.88   SubjLeft    C
  9     64  MPG-LS    Perc      2       0  R:D1A-L:D2B        L  1438.32  SubjRight    F
  9     65  MPG-LS    Perc      1       0  R:D1B-L:D2A        S  1051.56  SubjRight    C
  9     66  MPG-LS    Perc      1       0  R:D1B-L:D2A        S  1180.74  SubjRight    C
  9     67  MPG-LS    Perc      1       0  R:D1B-L:D2B        S  1704.41   SubjLeft    F
  9     68  MPG-LS    Perc      1       0  R:D1A-L:D2A        S  1943.81  SubjRight    C
  9     69  MPG-LS    Perc      1       0  R:D1A-L:D2B        S  1362.38   SubjLeft    F
  9     70  MPG-LS    Perc      1       0  R:D1A-L:D2B        S  1311.11  SubjRight    C
  9     71  MPG-LS    Perc      1       0  R:D2A-L:D1B        S  1559.45   SubjLeft    C
  9     72  MPG-LS    Perc      1       0  R:D1B-L:D2B        S  1710.75  SubjRight    C
  9     73  MPG-LS    Perc      1       0  R:D2B-L:D1B        S   984.44   SubjLeft    C
  9     74  MPG-LS    Perc      1       0  R:D1A-L:D2B        S  1121.53  SubjRight    C
  9     75  MPG-LS    Perc      1       0  R:D1B-L:D2A        S  1115.32  SubjRight    C
  9     76  MPG-LS    Perc      1       0  R:D1B-L:D2A        S  1637.18  SubjRight    C
  9     77  MPG-LS    Perc      1       0  R:D1B-L:D2B        S  1201.86   SubjLeft    F
  9     78  MPG-LS    Perc      1       0  R:D2A-L:D1B        S  1385.88   SubjLeft    C
  9     79  MPG-LS    Perc      1       0  R:D2B-L:D1A        S  1145.05   SubjLeft    C
  9     80  MPG-LS    Perc      1       0  R:D1A-L:D2A        S   942.62   SubjLeft    F
  9     81  MPG-LS    Perc      1       0  R:D2A-L:D1A        S  1093.19   SubjLeft    C
  9     82  MPG-LS    Perc      1       0  R:D1A-L:D2B        S  1143.63  SubjRight    C
  9     83  MPG-LS    Perc      1       0  R:D2A-L:D1A        S  1274.27   SubjLeft    C
  9     84  MPG-LS    Perc      1       0  R:D2B-L:D1B        S  1610.80   SubjLeft    C
  9     85  MPG-LS    Perc      1       0  R:D2B-L:D1A        S  1608.08  SubjRight    F
  9     86  MPG-LS    Perc      1       0  R:D2B-L:D1A        S  1131.02   SubjLeft    C
  9     87  MPG-LS    Perc      1       0  R:D2A-L:D1A        S  1593.60  SubjRight    F
  9     88  MPG-LS    Perc      1       0  R:D2A-L:D1B        S  1157.36   SubjLeft    C
  9     89  MPG-LS    Perc      1       0  R:D2B-L:D1B        S  1144.37   SubjLeft    C
  9     90  MPG-LS    Perc      1       0  R:D2A-L:D1B        S  1640.28  SubjRight    F
  9     91  MPG-LS    Perc      1       0  R:D2A-L:D1A        S  1676.69   SubjLeft    C
  9     92  MPG-LS    Perc      1       0  R:D1A-L:D2A        S  1701.36  SubjRight    C
  9     93  MPG-LS    Perc      1       0  R:D1A-L:D2A        S  1079.56  SubjRight    C
  9     94  MPG-LS    Perc      1       0  R:D1B-L:D2B        S  1287.23   SubjLeft    F
  9     95  MPG-LS    Perc      1       0  R:D2B-L:D1A        S  1055.83   SubjLeft    C
  9     96  MPG-LS    Perc      1       0  R:D2B-L:D1B        S   999.87   SubjLeft    C
  9     97  MPG-LS    Perc      2       0  R:D1A-L:D2B        S  1085.51  SubjRight    C
  9     98  MPG-LS    Perc      2       0  R:D2A-L:D1B        S  1129.80   SubjLeft    C
  9     99  MPG-LS    Perc      2       0  R:D2B-L:D1A        S  1195.97  SubjRight    F
  9    100  MPG-LS    Perc      2       0  R:D2B-L:D1B        S  1078.62  SubjRight    F
  9    101  MPG-LS    Perc      2       0  R:D1A-L:D2A        S  1277.21  SubjRight    C
  9    102  MPG-LS    Perc      2       0  R:D2A-L:D1A        S  1547.42  SubjRight    F
  9    103  MPG-LS    Perc      2       0  R:D2A-L:D1B        S  1153.46   SubjLeft    C
  9    104  MPG-LS    Perc      2       0  R:D2B-L:D1A        S  1205.75   SubjLeft    C
  9    105  MPG-LS    Perc      2       0  R:D1B-L:D2A        S  1134.00  SubjRight    C
  9    106  MPG-LS    Perc      2       0  R:D2B-L:D1A        S   891.40  SubjRight    F
  9    107  MPG-LS    Perc      2       0  R:D1B-L:D2A        S   937.74   SubjLeft    F
  9    108  MPG-LS    Perc      2       0  R:D1A-L:D2A        S  1136.94  SubjRight    C
  9    109  MPG-LS    Perc      2       0  R:D2A-L:D1B        S  2333.07  SubjRight    F
  9    110  MPG-LS    Perc      2       0  R:D2B-L:D1B        S  1922.58  SubjRight    F
  9    111  MPG-LS    Perc      2       0  R:D2A-L:D1A        S  1687.24   SubjLeft    C
  9    112  MPG-LS    Perc      2       0  R:D1B-L:D2B        S  1233.37  SubjRight    C
  9    113  MPG-LS    Perc      2       0  R:D2B-L:D1A        S  1335.23  SubjRight    F
  9    114  MPG-LS    Perc      2       0  R:D2A-L:D1B        S  1256.67  SubjRight    F
  9    115  MPG-LS    Perc      2       0  R:D1A-L:D2B        S  1133.54  SubjRight    C
  9    116  MPG-LS    Perc      2       0  R:D2B-L:D1B        S  1380.20   SubjLeft    C
  9    117  MPG-LS    Perc      2       0  R:D2A-L:D1A        S  1023.75   SubjLeft    C
  9    118  MPG-LS    Perc      2       0  R:D2B-L:D1B        S   905.20   SubjLeft    C
  9    119  MPG-LS    Perc      2       0  R:D1B-L:D2A        S  1993.89  SubjRight    C
  9    120  MPG-LS    Perc      2       0  R:D1B-L:D2B        S  1450.30  SubjRight    C
  9    121  MPG-LS    Perc      2       0  R:D1A-L:D2A        S  1029.10  SubjRight    C
  9    122  MPG-LS    Perc      2       0  R:D2A-L:D1A        S   951.05  SubjRight    F
  9    123  MPG-LS    Perc      2       0  R:D1B-L:D2B        S  1024.26  SubjRight    C
  9    124  MPG-LS    Perc      2       0  R:D1B-L:D2A        S  1269.42  SubjRight    C
  9    125  MPG-LS    Perc      2       0  R:D1A-L:D2B        S   915.07  SubjRight    C
  9    126  MPG-LS    Perc      2       0  R:D1A-L:D2B        S  1777.34  SubjRight    C
  9    127  MPG-LS    Perc      2       0  R:D1A-L:D2A        S  1387.89  SubjRight    C
  9    128  MPG-LS    Perc      2       0  R:D1B-L:D2B        S   987.05  SubjRight    C
 10      1  MGP-LS    Perc      1       0  R:D1B-L:D2A        L  1331.92   SubjLeft    C
 10      2  MGP-LS    Perc      1       0  R:D1B-L:D2A        L  1573.67  SubjRight    F
 10      3  MGP-LS    Perc      1       0  R:D1B-L:D2B        L  1821.97  SubjRight    F
 10      4  MGP-LS    Perc      1       0  R:D2B-L:D1B        L  1817.23  SubjRight    C
 10      5  MGP-LS    Perc      1       0  R:D1B-L:D2A        L  1320.76   SubjLeft    C
 10      6  MGP-LS    Perc      1       0  R:D1A-L:D2B        L  1837.61   SubjLeft    C
 10      7  MGP-LS    Perc      1       0  R:D2A-L:D1B        L  1502.18  SubjRight    C
 10      8  MGP-LS    Perc      1       0  R:D2B-L:D1B        L  1746.87  SubjRight    C
 10      9  MGP-LS    Perc      1       0  R:D1A-L:D2B        L  1443.07   SubjLeft    C
 10     10  MGP-LS    Perc      1       0  R:D1A-L:D2B        L  1791.73   SubjLeft    C
 10     11  MGP-LS    Perc      1       0  R:D2A-L:D1B        L  1641.41  SubjRight    C
 10     12  MGP-LS    Perc      1       0  R:D2A-L:D1A        L  1515.82  SubjRight    C
 10     13  MGP-LS    Perc      1       0  R:D2A-L:D1A        L  1656.77  SubjRight    C
 10     14  MGP-LS    Perc      1       0  R:D2A-L:D1B        L  1348.59   SubjLeft    F
 10     15  MGP-LS    Perc      1       0  R:D2B-L:D1A        L  1702.46  SubjRight    C
 10     16  MGP-LS    Perc      1       0  R:D1A-L:D2A        L  1316.10   SubjLeft    C
 10     17  MGP-LS    Perc      1       0  R:D2B-L:D1A        L  1624.19  SubjRight    C
 10     18  MGP-LS    Perc      1       0  R:D2A-L:D1B        L  1724.30  SubjRight    C
 10     19  MGP-LS    Perc      1       0  R:D2B-L:D1A        L  1700.77   SubjLeft    F
 10     20  MGP-LS    Perc      1       0  R:D1B-L:D2A        L  1639.05   SubjLeft    C
 10     21  MGP-LS    Perc      1       0  R:D2A-L:D1A        L  1709.28  SubjRight    C
 10     22  MGP-LS    Perc      1       0  R:D1B-L:D2B        L  1355.94   SubjLeft    C
 10     23  MGP-LS    Perc      1       0  R:D2B-L:D1B        L  1820.02  SubjRight    C
